Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation
1887;1384;5;1384;S-P20395;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;8;1972;-8.850157672;42.30876246;3 - UTM10x10 + Elevation;20
1787;1385;5;1385;S-P20396;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;N;NA;4;1972;-8.814607303;42.31777833;3 - UTM10x10 + Elevation;70
1698;1386;5;1386;S-P20397;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;10;1972;-8.734575875;42.42444471;3 - UTM10x10 + Elevation;150
1794;1387;5;1387;S-P20398;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SW;NA;20;1972;-8.779105114;42.27456969;3 - UTM10x10 + Elevation;15
2120;1388;5;1388;S-P20399;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;20;1972;-8.783931179;42.27432557;3 - UTM10x10 + Elevation;60
2174;1389;5;1389;S-P20400;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;2;1972;-8.760167041;42.19990945;3 - UTM10x10 + Elevation;20
2269;1390;5;1390;S-P20401;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;W;NA;2;1972;-8.725391995;42.29707719;3 - UTM10x10 + Elevation;50
2306;1391;5;1391;S-P20402;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;4;1972;-8.818967071;42.25994461;3 - UTM10x10 + Elevation;30
2297;1392;5;1392;S-P20403;V38;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;E;NA;10;1972;-8.754693811;42.19298353;3 - UTM10x10 + Elevation;50
1968;1393;5;1393;S-P20404;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;E;NA;20;1972;-8.768468982;42.26430467;3 - UTM10x10 + Elevation;25
2307;1394;5;1394;S-P20405;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;NW;NA;10;1972;-8.643611937;42.4127703;3 - UTM10x10 + Elevation;80
596;465;3;465;S-P20406;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;NE;NA;20;1972;-8.756626836;42.39993072;3 - UTM10x10 + Elevation;15
514;466;3;466;S-P20407;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SW;NA;10;1972;-8.717336264;42.28847845;3 - UTM10x10 + Elevation;20
592;467;3;467;S-P20408;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;N;NA;10;1972;-8.745193175;42.40770778;3 - UTM10x10 + Elevation;50
613;468;3;468;S-P20409;V15;V15;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;E;NA;20;1972;-8.796984906;42.28446649;3 - UTM10x10 + Elevation;100
576;469;3;469;S-P20410;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SE;NA;20;1972;-8.790511787;42.26679086;3 - UTM10x10 + Elevation;100
626;470;3;470;S-P20411;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;NW;NA;20;1972;-8.806473068;42.28218448;3 - UTM10x10 + Elevation;70
588;471;3;471;S-P20412;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;W;NA;20;1972;-8.83651627;42.26625127;3 - UTM10x10 + Elevation;80
600;472;3;472;S-P20413;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;NE;NA;20;1972;-8.846578977;42.29634309;3 - UTM10x10 + Elevation;20
579;473;3;473;S-P20414;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;S;NA;20;1972;-8.813351438;42.33044482;3 - UTM10x10 + Elevation;100
577;474;3;474;S-P20415;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SE;NA;20;1972;-8.661816316;42.31824822;3 - UTM10x10 + Elevation;70
574;475;3;475;S-P20416;V39;V39;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;S;NA;20;1972;-8.672930964;42.3339008;3 - UTM10x10 + Elevation;180
623;476;3;476;S-P20417;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;N;NA;20;1972;-8.850740406;42.28892867;3 - UTM10x10 + Elevation;100
616;477;3;477;S-P20418;R55;R55;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SW;NA;20;1972;-8.761107417;42.1836586;3 - UTM10x10 + Elevation;150
584;478;3;478;S-P20419;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SW;NA;15;1972;-8.790022314;42.18219795;3 - UTM10x10 + Elevation;50
594;479;3;479;S-P20420;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;S;NA;20;1972;-8.672424391;42.22050003;3 - UTM10x10 + Elevation;80
1041;480;3;480;S-P20421;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;4;1972;-8.828947458;42.2630368;3 - UTM10x10 + Elevation;50
536;481;3;481;S-P20422;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;E;NA;4;1972;-8.821048616;42.25623789;3 - UTM10x10 + Elevation;60
1248;1968;4;1968;S-P20423;V35;V35;Trampled;V35;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;4;1972;-8.768052046;42.20671344;3 - UTM10x10 + Elevation;50
1492;482;4;482;S-P20424;V37;V32;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;4;1972;-8.646193414;42.44144945;3 - UTM10x10 + Elevation;7
1811;1395;5;1395;S-P20425;V39;V;Weed;V15A;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;W;NA;7;1972;-8.681501241;42.40189058;3 - UTM10x10 + Elevation;2
539;483;3;483;S-P20426;V37;Sa;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;NA;7;1972;-8.746870682;42.34641016;3 - UTM10x10 + Elevation;70
559;484;3;484;S-P20427;V37;?;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;NA;7;1972;-8.679197579;42.29578098;3 - UTM10x10 + Elevation;80
369;485;3;485;S-P20429;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;9;1972;-8.675814513;42.28514656;3 - UTM10x10 + Elevation;20
480;486;3;486;S-P20430;V39;R54;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;10;1972;-8.748958932;42.34270434;3 - UTM10x10 + Elevation;20
506;487;3;487;S-P20431;V37;Sa;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;E;NA;10;1972;-8.677976939;42.44347517;3 - UTM10x10 + Elevation;50
1992;488;5;488;S-P20432;V39;V;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;10;1972;-8.65296843;42.4357132;3 - UTM10x10 + Elevation;70
567;489;3;489;S-P20433;V39;Sa;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;10;1972;-8.649416338;42.39627972;3 - UTM10x10 + Elevation;120
1411;1969;4;1969;S-P20434;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;E;NA;2;1972;-8.838762822;42.26433616;3 - UTM10x10 + Elevation;30
1409;1970;4;1970;S-P20436;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;2;1972;-8.768990292;42.19046266;3 - UTM10x10 + Elevation;70
1518;1971;4;1971;S-P20437;V37;V32;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;NW;NA;2;1972;-8.685631646;42.28645908;3 - UTM10x10 + Elevation;100
1381;1972;4;1972;S-P20438;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;W;NA;2;1972;-8.832520105;42.27545709;3 - UTM10x10 + Elevation;120
1316;1973;4;1973;S-P20439;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;NW;NA;2;1972;-8.810638637;42.27477128;3 - UTM10x10 + Elevation;120
1319;1974;4;1974;S-P20440;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;2;1972;-8.79484313;42.26117022;3 - UTM10x10 + Elevation;60
1511;1975;4;1975;S-P20441;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;E;NA;3;1972;-8.751504361;42.21114791;3 - UTM10x10 + Elevation;60
1532;1976;4;1976;S-P20442;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;S;NA;2;1972;-8.79259593;42.18386796;3 - UTM10x10 + Elevation;40
1318;1977;4;1977;S-P20443;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;W;NA;2;1972;-8.762904127;42.20337229;3 - UTM10x10 + Elevation;20
1368;1978;4;1978;S-P20444;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SW;NA;2;1972;-8.663102943;42.30558158;3 - UTM10x10 + Elevation;80
1523;1979;4;1979;S-P20445;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;N;NA;2;1972;-8.795333917;42.18732995;3 - UTM10x10 + Elevation;50
1533;1980;4;1980;S-P20446;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;N;NA;2;1972;-8.797149763;42.28625851;3 - UTM10x10 + Elevation;100
1510;1981;4;1981;S-P20447;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SW;NA;4;1972;-8.85664787;42.27422322;3 - UTM10x10 + Elevation;100
1158;1982;4;1982;S-P20448;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SW;NA;2;1972;-8.765478019;42.2050429;3 - UTM10x10 + Elevation;8
1161;1983;4;1983;S-P20449;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;N;NA;2;1972;-8.784972881;42.3120808;3 - UTM10x10 + Elevation;30
1171;1984;4;1984;S-P20450;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;NW;NA;2;1972;-8.75972483;42.32775914;3 - UTM10x10 + Elevation;30
1159;1985;4;1985;S-P20451;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;2;1972;-8.758981719;42.26658345;3 - UTM10x10 + Elevation;30
2151;1396;5;1396;S-P20452;V37;V32;Weed;V15A;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;NE;NA;2;1972;-8.823626221;42.25790695;3 - UTM10x10 + Elevation;30
1499;490;4;490;S-P20453;V37;V37;Ruderal;V37;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SW;NA;2;1972;-8.797149763;42.28625851;3 - UTM10x10 + Elevation;100
1810;1397;5;1397;S-P20454;V37;V37;Weed;V15A;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;2;1972;-8.785695167;42.18781814;3 - UTM10x10 + Elevation;40
2329;1398;5;1398;S-P20456;V37;V32;Weed;V15A;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;E;NA;5;1972;-8.656020256;42.33473892;3 - UTM10x10 + Elevation;80
1407;1986;4;1986;S-P20457;V37;V32;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;8;1972;-8.722815036;42.29540585;3 - UTM10x10 + Elevation;40
2089;1399;5;1399;S-P20458;V15;V15;Weed;V15A;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;E;NA;7;1972;-8.722489446;42.29182136;3 - UTM10x10 + Elevation;30
2154;1400;5;1400;S-P21793;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;10;1981;-6.265099743;42.98083098;3 - UTM10x10 + Elevation;1580
1776;1401;5;1401;S-P21794;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;10;1981;-6.193653016;43.06928793;3 - UTM10x10 + Elevation;1240
2129;1402;5;1402;S-P21795;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;8;1981;-6.202027389;43.13568315;3 - UTM10x10 + Elevation;1200
2169;1403;5;1403;S-P21796;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;15;1981;-6.196105687;43.06921939;3 - UTM10x10 + Elevation;1240
1998;1404;5;1404;S-P21797;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;5;1981;-6.142268107;43.12113437;3 - UTM10x10 + Elevation;1100
282;491;2;491;S-P21798;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Onopordion acanthii;;NA;50;1981;-6.247482993;42.9723286;3 - UTM10x10 + Elevation;1360
295;492;2;492;S-P21799;V38;V;Ruderal;V38;0;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Onopordion acanthii;;NA;50;1981;-6.247104232;42.96513607;3 - UTM10x10 + Elevation;1248
235;493;2;493;S-P21800;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Onopordion acanthii;;NA;50;1981;-6.210751669;42.9733659;3 - UTM10x10 + Elevation;1290
1110;494;3;494;S-P21801;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Onopordion acanthii;;NA;40;1981;-6.221480608;43.13153497;3 - UTM10x10 + Elevation;1200
1028;495;3;495;S-P21802;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Onopordion acanthii;;NA;30;1981;-6.2482752;43.08035453;3 - UTM10x10 + Elevation;1180
1031;496;3;496;S-P21804;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;;NA;10;1981;-6.283627571;43.05233259;3 - UTM10x10 + Elevation;1640
1112;497;3;497;S-P21809;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;E;10;20;1981;-6.25615877;42.99729328;3 - UTM10x10 + Elevation;1710
1123;498;3;498;S-P21810;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Arction;;NA;10;1981;-6.106897356;43.10229232;3 - UTM10x10 + Elevation;1100
1124;499;3;499;S-P21812;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Arction;;NA;30;1981;-6.261877126;43.10517829;3 - UTM10x10 + Elevation;890
1395;1987;4;1987;S-P25125;V37;V32;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolietum perennis;;NA;4;2010;-1.376829654;42.60572333;4 - UTM10x10 + Centroid;400
1304;1988;4;1988;S-P25141;V37;V32;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Trifolion maritimi;Trifolio fragiferi-Cynodontetum dactyli;;NA;5;2010;-7;43;5 - UTMs missing from DEM;320
2168;1405;5;1405;S-P31488;V15;V37;Weed;V15A;0;NA;NA;NA;SJ12;;NA;1;NA;-7.816269054;43.65730685;4 - UTM10x10 + Centroid;156
2088;1406;5;1406;T-P01412;V38;V;Weed;V15B;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Chenopodio albi-Conyzetum canadensis;;NA;100;1994;-8.089908005;42.31364925;4 - UTM10x10 + Centroid;223
1985;1407;5;1407;T-P01418;V38;V;Weed;V15B;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Chenopodio albi-Conyzetum canadensis;;NA;100;1994;-8.56634392;42.31572717;4 - UTM10x10 + Centroid;177
478;500;3;500;T-P01420;V38;V;Ruderal;V37;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Chenopodio albi-Conyzetum canadensis;;NA;100;1994;-2.936228824;43.30657379;4 - UTM10x10 + Centroid;58.5
178;2234;1;2234;T-P02582;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;S;90;20;1984;-6.212046888;42.47808839;3 - UTM10x10 + Elevation;1000
1550;1408;5;1408;T-P02590;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Spergulario-Arnoseretum minimae;SE;9;30;1984;-6.32531531;42.41182245;3 - UTM10x10 + Elevation;1220
367;501;3;501;T-P02591;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;;NA;2;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900
355;502;3;502;T-P02592;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;E;4.5;3;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900
1329;1989;4;1989;T-P02593;V37;V32;Trampled;V35;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;;NA;6;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900
1497;503;4;503;T-P02594;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;;NA;10;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900
410;504;3;504;T-P02595;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo-Hordeetum murini;;NA;3;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;900
2071;1409;5;1409;T-P02598;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panico-Setarion;;NA;30;1984;-6.336303467;42.38989171;3 - UTM10x10 + Elevation;1100
1327;1990;4;1990;T-P02599;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1984;-6.361905299;42.41435588;3 - UTM10x10 + Elevation;1270
362;505;3;505;T-P02602;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;SE;45;10;1984;-6.211862764;42.47449169;3 - UTM10x10 + Elevation;1000
190;506;2;506;T-P02609;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;W;27;10;1984;-6.168679445;42.49469735;4 - UTM10x10 + Centroid;880
760;507;3;507;T-P03067;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1986;-3.200156905;43.33341586;3 - UTM10x10 + Elevation;150
640;508;3;508;T-P03068;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1986;-3.126031935;43.27949392;3 - UTM10x10 + Elevation;200
768;509;3;509;T-P03069;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1986;-3.06693273;43.33357141;3 - UTM10x10 + Elevation;250
741;510;3;510;T-P03070;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1986;-3.049613051;43.27234887;3 - UTM10x10 + Elevation;300
982;511;3;511;T-P03071;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1986;-3.209938483;43.3081855;3 - UTM10x10 + Elevation;400
900;512;3;512;T-P03072;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1986;-3.091552561;43.29933691;3 - UTM10x10 + Elevation;250
686;513;3;513;T-P03073;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1986;-3.059527844;43.32997367;3 - UTM10x10 + Elevation;200
689;514;3;514;T-P03074;V39;V39;Ruderal;V39;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;NE;NA;9;1986;-2.806393531;43.02546284;3 - UTM10x10 + Elevation;1070
987;515;3;515;T-P03075;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;N;NA;8;1986;-2.811236774;43.047083;3 - UTM10x10 + Elevation;1100
986;516;3;516;T-P03076;V39;H25;Ruderal;V39;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;NW;NA;10;1986;-2.806308577;43.05247778;3 - UTM10x10 + Elevation;1200
