"Releve.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
420363,"S-P20363","Fumaria myralis subsp. boraei","Fumaria muralis","+",1
420363,"S-P20363","Geranium molle","Geranium molle","+",1
420363,"S-P20363","Holcus lanatus","Holcus lanatus","1",5
420363,"S-P20363","Hypochaeris radicata","Hypochaeris radicata","+",1
420363,"S-P20363","Lolium multiflorum","Lolium multiflorum","+",1
420363,"S-P20363","Malva sylvestris","Malva sylvestris","+",1
420363,"S-P20363","Medicago arabica","Medicago arabica","+",1
420363,"S-P20363","Mentha rotundifolia","Mentha suaveolens","+",1
420363,"S-P20363","Poa annua","Ochlopoa annua","+",1
420363,"S-P20363","Polygonum hydropiper","Persicaria hydropiper","+",1
420363,"S-P20363","Plantago lanceolata","Plantago lanceolata","+",1
420363,"S-P20363","Polycarpon tetraphyllon","Polycarpon tetraphyllum","+",1
420363,"S-P20363","Rumex obtusifolius subsp. obtusifolius","Rumex obtusifolius","3",37.5
420363,"S-P20363","Silene alba subsp. divaricata","Silene latifolia","+",1
420363,"S-P20363","Solanum nigrum","Solanum nigrum","+",1
420363,"S-P20363","Sonchus oleraceus","Sonchus oleraceus","+",1
420363,"S-P20363","Urtica urens","Urtica urens","+",1
420363,"S-P20363","Vicia sativa subsp. sativa","Vicia sativa","+",1
420365,"S-P20365","Anthemis arvensis","Anthemis arvensis","+",1
420365,"S-P20365","Arisarum vulgare","Arisarum vulgare","+",1
420365,"S-P20365","Briza maxima","Briza maxima","+",1
420365,"S-P20365","Chenopodium album","Chenopodium album","+",1
420365,"S-P20365","Chrysanthemum myconis","Coleostephus myconis","+",1
420365,"S-P20365","Crepis capillaris","Crepis capillaris","+",1
420365,"S-P20365","Holcus lanatus","Holcus lanatus","+",1
420365,"S-P20365","Hypochaeris radicata","Hypochaeris radicata","+",1
420365,"S-P20365","Lolium multiflorum","Lolium multiflorum","+",1
420365,"S-P20365","Lotus corniculatus","Lotus corniculatus","+",1
420365,"S-P20365","Mentha rotundifolia","Mentha suaveolens","+",1
420365,"S-P20365","Oxalis corniculata","Oxalis corniculata","+",1
420365,"S-P20365","Plantago lanceolata","Plantago lanceolata","+",1
420365,"S-P20365","Arrhenatherum longifolium","Pseudarrhenatherum longifolium","+",1
420365,"S-P20365","Pteridium aquilinum","Pteridium aquilinum","+",1
420365,"S-P20365","Raphanus mioroparpus","Raphanus raphanistrum","+",1
420365,"S-P20365","Sonchus oleraceus","Sonchus oleraceus","+",1
420365,"S-P20365","Stachys arvensis","Stachys arvensis","+",1
420365,"S-P20365","Stellaria uliginosa","Stellaria alsine","+",1
420366,"S-P20366","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420366,"S-P20366","Avena alba","Avena barbata","3",37.5
420366,"S-P20366","Bromus mollis","Bromus hordeaceus","+",1
420366,"S-P20366","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420366,"S-P20366","Chrysanthemum myconis","Coleostephus myconis","+",1
420366,"S-P20366","Crepis capillaris","Crepis capillaris","+",1
420366,"S-P20366","Echium vulgare","Echium vulgare","+",1
420366,"S-P20366","Holcus lanatus","Holcus lanatus","3",37.5
420366,"S-P20366","Lolium multiflorum","Lolium multiflorum","1",5
420366,"S-P20366","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420366,"S-P20366","Sonchus oleraceus","Sonchus oleraceus","+",1
420366,"S-P20366","Spergula arvensis","Spergula arvensis","+",1
420366,"S-P20366","Stachys arvensis","Stachys arvensis","+",1
420367,"S-P20367","Anagallis arvensis","Anagallis arvensis","+",1
420367,"S-P20367","Avena alba","Avena barbata","1",5
420367,"S-P20367","Bromus mollis","Bromus hordeaceus","+",1
420367,"S-P20367","Calendula arvensis","Calendula arvensis","+",1
420367,"S-P20367","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420367,"S-P20367","Chrysanthemum myconis","Coleostephus myconis","+",1
420367,"S-P20367","Erodium moschatum","Erodium moschatum","+",1
420367,"S-P20367","Euphorbia helioscopia","Euphorbia helioscopia","+",1
420367,"S-P20367","Geranium dissectum","Geranium dissectum","+",1
420367,"S-P20367","Hypochaeris radicata","Hypochaeris radicata","+",1
420367,"S-P20367","Lolium multiflorum","Lolium multiflorum","4",62.5
420367,"S-P20367","Malva rotundifolia","Malva neglecta","+",1
420367,"S-P20367","Mentha rotundifolia","Mentha suaveolens","+",1
420367,"S-P20367","Mercurialis annua","Mercurialis annua","+",1
420367,"S-P20367","Plantago lanceolata","Plantago lanceolata","+",1
420367,"S-P20367","Pteridium aquilinum","Pteridium aquilinum","+",1
420367,"S-P20367","Raphanus mioroparpus","Raphanus raphanistrum","+",1
420367,"S-P20367","Senecio vulgaris","Senecio vulgaris","+",1
420367,"S-P20367","Sherardia arvensis","Sherardia arvensis","+",1
420367,"S-P20367","Sonchus asper","Sonchus asper","+",1
420367,"S-P20367","Sonchus oleraceus","Sonchus oleraceus","+",1
420367,"S-P20367","Trifolium repens","Trifolium repens","+",1
420368,"S-P20368","Brassica oleracea","Brassica oleracea","+",1
420368,"S-P20368","Bromus mollis","Bromus hordeaceus","1",5
420368,"S-P20368","Calendula arvensis","Calendula arvensis","+",1
420368,"S-P20368","Chrysanthemum myconis","Coleostephus myconis","+",1
420368,"S-P20368","Diplotaxis ostholica","Diplotaxis catholica","+",1
420368,"S-P20368","Chrysanthemum segetum","Glebionis segetum","+",1
420368,"S-P20368","Holcus lanatus","Holcus lanatus","+",1
420368,"S-P20368","Lolium multiflorum","Lolium multiflorum","5",87.5
420368,"S-P20368","Ranunculus arvensis","Ranunculus arvensis","+",1
420368,"S-P20368","Raphanus mioroparpus","Raphanus raphanistrum","+",1
420368,"S-P20368","Sonchus asper","Sonchus asper","+",1
420368,"S-P20368","Stachys arvensis","Stachys arvensis","+",1
420369,"S-P20369","Arisarum vulgare","Arisarum vulgare","+",1
420369,"S-P20369","Arum italicum","Arum italicum","+",1
420369,"S-P20369","Avena alba","Avena barbata","2",15
420369,"S-P20369","Brassica oleracea","Brassica oleracea","+",1
420369,"S-P20369","Briza minor","Briza minor","+",1
420369,"S-P20369","Bromus mollis","Bromus hordeaceus","2",15
420369,"S-P20369","Calendula arvensis","Calendula arvensis","+",1
420369,"S-P20369","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420369,"S-P20369","Chrysanthemum myconis","Coleostephus myconis","+",1
420369,"S-P20369","Diplotaxis ostholica","Diplotaxis catholica","+",1
420369,"S-P20369","Erodium cicutarium","Erodium cicutarium","+",1
420369,"S-P20369","Euphorbia helioscopia","Euphorbia helioscopia","+",1
420369,"S-P20369","Geranium dissectum","Geranium dissectum","+",1
420369,"S-P20369","Holcus lanatus","Holcus lanatus","+",1
420369,"S-P20369","Lolium multiflorum","Lolium multiflorum","1",5
420369,"S-P20369","Mercurialis annua","Mercurialis annua","+",1
420369,"S-P20369","Oxalis corniculata","Oxalis corniculata","+",1
420369,"S-P20369","Pteridium aquilinum","Pteridium aquilinum","+",1
420369,"S-P20369","Raphanus mioroparpus","Raphanus raphanistrum","+",1
420369,"S-P20369","Sherardia arvensis","Sherardia arvensis","+",1
420369,"S-P20369","Sonchus asper","Sonchus asper","+",1
420369,"S-P20369","Spergula arvensis","Spergula arvensis","+",1
420369,"S-P20369","Stachys arvensis","Stachys arvensis","+",1
420370,"S-P20370","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420370,"S-P20370","Alchemilla arvensis","Aphanes arvensis","+",1
420370,"S-P20370","Arisarum vulgare","Arisarum vulgare","+",1
420370,"S-P20370","Avena alba","Avena barbata","+",1
420370,"S-P20370","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420370,"S-P20370","Chrysanthemum myconis","Coleostephus myconis","+",1
420370,"S-P20370","Crepis capillaris","Crepis capillaris","+",1
420370,"S-P20370","Erodium jacquinianum","Erodium cicutarium","+",1
420370,"S-P20370","Holcus lanatus","Holcus lanatus","1",5
420370,"S-P20370","Lolium multiflorum","Lolium multiflorum","f",15
420370,"S-P20370","Mentha rotundifolia","Mentha suaveolens","+",1
420370,"S-P20370","Poa annua","Ochlopoa annua","+",1
420370,"S-P20370","Ornithopus perpusillus","Ornithopus perpusillus","+",1
420370,"S-P20370","Oxalis corniculata","Oxalis corniculata","+",1
420370,"S-P20370","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420370,"S-P20370","Senecio vulgaris","Senecio vulgaris","+",1
420370,"S-P20370","Spergula arvensis","Spergula arvensis","+",1
420370,"S-P20370","Stachys arvensis","Stachys arvensis","+",1
420370,"S-P20370","Stellaria uliginosa","Stellaria alsine","+",1
420370,"S-P20370","Stellaria media","Stellaria media","+",1
420371,"S-P20371","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420371,"S-P20371","Arisarum vulgare","Arisarum vulgare","+",1
420371,"S-P20371","Brassica oleracea","Brassica oleracea","+",1
420371,"S-P20371","Bromus mollis","Bromus hordeaceus","3",37.5
420371,"S-P20371","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420371,"S-P20371","Chrysanthemum myconis","Coleostephus myconis","+",1
420371,"S-P20371","Euphorbia helioscopia","Euphorbia helioscopia","+",1
420371,"S-P20371","Chrysanthemum segetum","Glebionis segetum","+",1
420371,"S-P20371","Holcus lanatus","Holcus lanatus","3",37.5
420371,"S-P20371","Lolium multiflorum","Lolium multiflorum","1",5
420371,"S-P20371","Medicago arabica","Medicago arabica","+",1
420371,"S-P20371","Mentha rotundifolia","Mentha suaveolens","+",1
420371,"S-P20371","Pteridium aquilinum","Pteridium aquilinum","+",1
420371,"S-P20371","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420371,"S-P20371","Reseda media","Reseda media","+",1
420371,"S-P20371","Solanum nigrum","Solanum nigrum","+",1
420371,"S-P20371","Sonchus asper","Sonchus asper","+",1
420371,"S-P20371","Spergula arvensis","Spergula arvensis","+",1
420371,"S-P20371","Stachys arvensis","Stachys arvensis","+",1
420372,"S-P20372","Avena alba","Avena barbata","4",62.5
420372,"S-P20372","Brassica oleracea","Brassica oleracea","+",1
420372,"S-P20372","Bromus mollis","Bromus hordeaceus","4",62.5
420372,"S-P20372","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420372,"S-P20372","Chenopodium album","Chenopodium album","+",1
420372,"S-P20372","Chrysanthemum myconis","Coleostephus myconis","+",1
420372,"S-P20372","Crepis capillaris","Crepis capillaris","+",1
420372,"S-P20372","Erodium jacquinianum","Erodium cicutarium","+",1
420372,"S-P20372","Geranium molle","Geranium molle","+",1
420372,"S-P20372","Holcus lanatus","Holcus lanatus","1",5
420372,"S-P20372","Lolium multiflorum","Lolium multiflorum","+",1
420372,"S-P20372","Mercurialis annua","Mercurialis annua","+",1
420372,"S-P20372","Omphalodes nitida","Omphalodes nitida","+",1
420372,"S-P20372","Arrhenatherum longifolium","Pseudarrhenatherum longifolium","+",1
420372,"S-P20372","Raphanus mioroparpus","Raphanus raphanistrum","+",1
420372,"S-P20372","Sherardia arvensis","Sherardia arvensis","+",1
420372,"S-P20372","Sonchus asper","Sonchus asper","+",1
420372,"S-P20372","Stachys arvensis","Stachys arvensis","+",1
420372,"S-P20372","Stellaria media","Stellaria media","+",1
420372,"S-P20372","Urtica dioica","Urtica dioica","+",1
420373,"S-P20373","Avena alba","Avena barbata","1",5
420373,"S-P20373","Bromus mollis","Bromus hordeaceus","3",37.5
420373,"S-P20373","Calendula arvensis","Calendula arvensis","+",1
420373,"S-P20373","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420373,"S-P20373","Chrysanthemum myconis","Coleostephus myconis","+",1
420373,"S-P20373","Crepis capillaris","Crepis capillaris","+",1
420373,"S-P20373","Erodium cicutarium","Erodium cicutarium","+",1
420373,"S-P20373","Holcus lanatus","Holcus lanatus","+",1
420373,"S-P20373","Lolium multiflorum","Lolium multiflorum","3",37.5
420373,"S-P20373","Mercurialis annua","Mercurialis annua","+",1
420373,"S-P20373","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420373,"S-P20373","Sonchus asper","Sonchus asper","+",1
420373,"S-P20373","Spergula arvensis","Spergula arvensis","+",1
420374,"S-P20374","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420374,"S-P20374","Alchemilla arvensis","Aphanes arvensis","+",1
420374,"S-P20374","Avena alba","Avena barbata","3",37.5
420374,"S-P20374","Brassica oleracea","Brassica oleracea","+",1
420374,"S-P20374","Bromus mollis","Bromus hordeaceus","+",1
420374,"S-P20374","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420374,"S-P20374","Chrysanthemum myconis","Coleostephus myconis","+",1
420374,"S-P20374","Crepis capillaris","Crepis capillaris","+",1
420374,"S-P20374","Echium vulgare","Echium vulgare","+",1
420374,"S-P20374","Geranium dissectum","Geranium dissectum","+",1
420374,"S-P20374","Holcus lanatus","Holcus lanatus","+",1
420374,"S-P20374","Lolium multiflorum","Lolium multiflorum","3",37.5
420374,"S-P20374","Medicago arabica","Medicago arabica","+",1
420374,"S-P20374","Oxalis corniculata","Oxalis corniculata","+",1
420374,"S-P20374","Ranunculus repens","Ranunculus repens","+",1
420374,"S-P20374","Raphanus mioroparpus","Raphanus raphanistrum","+",1
420374,"S-P20374","Senecio vulgaris","Senecio vulgaris","+",1
420374,"S-P20374","Sherardia arvensis","Sherardia arvensis","+",1
420374,"S-P20374","Silene laeta","Silene laeta","+",1
420374,"S-P20374","Sonchus asper","Sonchus asper","+",1
420374,"S-P20374","Stachys arvensis","Stachys arvensis","+",1
420375,"S-P20375","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420375,"S-P20375","Alchemilla arvensis","Aphanes arvensis","+",1
420375,"S-P20375","Avena alba","Avena barbata","+",1
420375,"S-P20375","Bromus mollis","Bromus hordeaceus","2",15
420375,"S-P20375","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420375,"S-P20375","Chenopodium album","Chenopodium album","+",1
420375,"S-P20375","Chrysanthemum myconis","Coleostephus myconis","1",5
420375,"S-P20375","Echium vulgare","Echium vulgare","+",1
420375,"S-P20375","Erodium jacquinianum","Erodium cicutarium","+",1
420375,"S-P20375","Erodium moschatum","Erodium moschatum","+",1
420375,"S-P20375","Euphorbia helioscopia","Euphorbia helioscopia","+",1
420375,"S-P20375","Geranium dissectum","Geranium dissectum","+",1
420375,"S-P20375","Holcus lanatus","Holcus lanatus","1",5
420375,"S-P20375","Hypochaeris radicata","Hypochaeris radicata","+",1
420375,"S-P20375","Thrincia hirta","Leontodon saxatilis ","+",1
420375,"S-P20375","Lolium multiflorum","Lolium multiflorum","4",62.5
420375,"S-P20375","Plantago lanceolata","Plantago lanceolata","+",1
420375,"S-P20375","Ranunculus arvensis","Ranunculus arvensis","+",1
420375,"S-P20375","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420375,"S-P20375","Sherardia arvensis","Sherardia arvensis","+",1
420375,"S-P20375","Sonchus asper","Sonchus asper","+",1
420375,"S-P20375","Spergula arvensis","Spergula arvensis","+",1
420375,"S-P20375","Stachys arvensis","Stachys arvensis","+",1
420375,"S-P20375","Veronica arvensis","Veronica arvensis","+",1
420376,"S-P20376","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420376,"S-P20376","Alchemilla arvensis","Aphanes arvensis","+",1
420376,"S-P20376","Avena alba","Avena barbata","+",1
420376,"S-P20376","Briza minor","Briza minor","+",1
420376,"S-P20376","Bromus mollis","Bromus hordeaceus","+",1
420376,"S-P20376","Calendula arvensis","Calendula arvensis","+",1
420376,"S-P20376","Cerastium pumilum subsp. pallens","Cerastium pumilum","+",1
420376,"S-P20376","Chrysanthemum myconis","Coleostephus myconis","+",1
420376,"S-P20376","Crepis capillaris","Crepis capillaris","+",1
420376,"S-P20376","Echium vulgare","Echium vulgare","+",1
420376,"S-P20376","Erodium jacquinianum","Erodium cicutarium","+",1
420376,"S-P20376","Holcus lanatus","Holcus lanatus","+",1
420376,"S-P20376","Lolium multiflorum","Lolium multiflorum","4",62.5
420376,"S-P20376","Poa annua","Ochlopoa annua","+",1
420376,"S-P20376","Oxalis corniculata","Oxalis corniculata","+",1
420376,"S-P20376","Arrhenatherum longifolium","Pseudarrhenatherum longifolium","+",1
420376,"S-P20376","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420376,"S-P20376","Rumex acetosa","Rumex acetosa","+",1
420376,"S-P20376","Sherardia arvensis","Sherardia arvensis","+",1
420376,"S-P20376","Sonchus asper","Sonchus asper","+",1
420376,"S-P20376","Stellaria uliginosa","Stellaria alsine","+",1
420376,"S-P20376","Stellaria media","Stellaria media","+",1
420376,"S-P20376","Veronica arvensis","Veronica arvensis","+",1
420377,"S-P20377","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420377,"S-P20377","Alchemilla arvensis","Aphanes arvensis","+",1
420377,"S-P20377","Avena alba","Avena barbata","+",1
420377,"S-P20377","Bromus mollis","Bromus hordeaceus","4",62.5
420377,"S-P20377","Chrysanthemum myconis","Coleostephus myconis","+",1
420377,"S-P20377","Crepis capillaris","Crepis capillaris","+",1
420377,"S-P20377","Erodium jacquinianum","Erodium cicutarium","+",1
420377,"S-P20377","Holcus lanatus","Holcus lanatus","+",1
420377,"S-P20377","Hypochaeris radicata","Hypochaeris radicata","+",1
420377,"S-P20377","Lolium multiflorum","Lolium multiflorum","1",5
420377,"S-P20377","Lotus corniculatus","Lotus corniculatus","+",1
420377,"S-P20377","Agrostis delicatula","Neoschischkinia truncatula","+",1
420377,"S-P20377","Plantago lanceolata","Plantago lanceolata","+",1
420377,"S-P20377","Raphanus raphanistrum","Raphanus raphanistrum","+",1
420377,"S-P20377","Solanum nigrum","Solanum nigrum","+",1
420377,"S-P20377","Sonchus asper","Sonchus asper","+",1
420377,"S-P20377","Spergula arvensis","Spergula arvensis","+",1
420378,"S-P20378","Anagallis arvensis","Anagallis arvensis","+",1
420378,"S-P20378","Anthoxanthum aristatum","Anthoxanthum ovatum","+",1
420378,"S-P20378","Alchemilla arvensis","Aphanes arvensis","+",1
420378,"S-P20378","Avena alba","Avena barbata","+",1
420378,"S-P20378","Brassica oleracea","Brassica oleracea","+",1
420378,"S-P20378","Bromus mollis","Bromus hordeaceus","4",62.5
420378,"S-P20378","Chenopodium album","Chenopodium album","+",1
420378,"S-P20378","Chrysanthemum myconis","Coleostephus myconis","1",5
420378,"S-P20378","Crepis capillaris","Crepis capillaris","+",1
420378,"S-P20378","Chrysanthemum segetum","Glebionis segetum","+",1
420378,"S-P20378","Hypochaeris radicata","Hypochaeris radicata","+",1
