"SIVIMID","Sintaxon","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","Twinspan"
"S-P25106","Lolietum perennis",425106,101,14718,"30TWN84","30TWN8146",5198,NA,"Sra. Andia. Pto. Lizarraga","ES","ATL_COAST","N_DUNES",NA,"",NA,9,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-2.001359297,42.86638227,"2 - UTM1x1 + Centroid",1043,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25107","Lolietum perennis",425107,103,13251,"30TWN84","30TWN8044",5199,920,"Sra. Andia. Pto. Lizarraga","ES","ATL_COAST","N_DUNES",NA,"",NA,6,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-2.013943558,42.84487883,"1 - UTM1x1 + Elevation",920,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25108","Lolietum perennis",425108,100,15578,"30TXN16","30TXN1167",5200,850,"Baztan. Pto. Belate","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-1.632450012,43.05167414,"1 - UTM1x1 + Elevation",850,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25109","Lolietum perennis",425109,118,16350,"30TXN19","30TXN1890",5201,510,"Zugarramurdi","ES","ATL_COAST","N_DUNES",NA,"",NA,3,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-1.544156977,43.25409007,"1 - UTM1x1 + Elevation",510,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25110","Lolietum perennis",425110,106,11972,"30TWN94","30TWN9343",5202,840,"Goñi, Azantza","ES","ATL_COAST","N_DUNES",NA,"",NA,9,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-1.857459573,42.83621997,"1 - UTM1x1 + Elevation",840,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25111","Lolietum perennis",425111,89,12274,"30TWN74","30TWN7144",5203,910,"Sierra de Urbasa","ES","ATL_COAST","N_DUNES",NA,"",NA,9,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-2.128890011,42.85121425,"1 - UTM1x1 + Elevation",910,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25112","Lolietum perennis",425112,100,13171,"30TXN35","30TXN3650",5204,890,"Arce. Gorraiz","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R36   ","No forest",-1.33214111,42.89640907,"1 - UTM1x1 + Elevation",890,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25113","Lolietum perennis",425113,116,8319,"30TXN23","30TXN2432",5205,680,"Unciti, Najurieta","ES","ATL_COAST","N_DUNES",NA,"",NA,6,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.473393665,42.73088474,"1 - UTM1x1 + Elevation",680,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25115","Lolietum perennis",425115,127,8184,"30TXN13","30TXN1730",5206,560,"Elorz, Otano. Sra. Alaitz","ES","ATL_COAST","N_DUNES",NA,"",NA,2,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.564091286,42.7176495,"2 - UTM1x1 + Centroid",560,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25116","Lolietum perennis",425116,127,8184,"30TXN13","30TXN1730",5207,560,"Elorz, Otano. Sra. Alaitz","ES","ATL_COAST","N_DUNES",NA,"",NA,15,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.564091286,42.7176495,"2 - UTM1x1 + Centroid",560,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25117","Lolietum perennis",425117,121,13243,"30TWN95","30TWN9652",5208,550,"Irurtzun","ES","ATL_COAST","N_DUNES",NA,"",NA,2,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.819111245,42.92228016,"1 - UTM1x1 + Elevation",550,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25118","Lolietum perennis",425118,119,14363,"30TWN85","30TWN8351",5209,560,"Uharte-Arakil","ES","ATL_COAST","N_DUNES",NA,"",NA,3,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.976194005,42.90758372,"1 - UTM1x1 + Elevation",560,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25119","Lolietum perennis",425119,100,13930,"30TXN35","30TXN3451",5210,910,"Arce. Imizcoz a Gorraiz","ES","ATL_COAST","N_DUNES",NA,"",NA,4,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.356388036,42.9057648,"1 - UTM1x1 + Elevation",910,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25120","Lolietum perennis",425120,100,13930,"30TXN35","30TXN3451",5211,910,"Arce. Imizcoz a Gorraiz","ES","ATL_COAST","N_DUNES",NA,"",NA,12,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.356388036,42.9057648,"1 - UTM1x1 + Elevation",910,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25121","Lolietum perennis",425121,107,13307,"30TXN35","30TXN3252",5212,800,"Arce. Imizcoz","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.373436349,42.90961034,"1 - UTM1x1 + Elevation",800,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25122","Lolietum perennis",425122,124,8289,"30TXN03","30TXN0236",5213,540,"Cizur, Muru Astrain","ES","ATL_COAST","N_DUNES",NA,"",NA,12,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.668553514,42.74412658,"3 - UTM10x10 + Elevation",540,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25123","Lolietum perennis",425123,113,14203,"30TWN92","30TWN9521",5214,320,"Puente la Reina","ES","ATL_COAST","N_DUNES",NA,"",NA,6,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-7,43,"5 - UTMs missing from DEM",320,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25124","Lolietum perennis",425124,134,6728,"30TXN31","30TXN3416",5215,500,"Aibar","ES","ATL_COAST","N_DUNES",NA,"",NA,4,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R1D   ","No forest",-1.359772748,42.59243273,"1 - UTM1x1 + Elevation",500,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25125","Lolietum perennis",425125,126,7257,"30TXN31","30TXN3411",5216,400,"Cáseda","ES","ATL_COAST","N_DUNES",NA,"",NA,4,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," V32   ","No forest",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",400,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25126","Lolietum perennis",425126,121,7251,"30TWN51","30TWN5517",5217,510,"Torralba del Río","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-2.322477017,42.60757482,"2 - UTM1x1 + Centroid",510,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25127","Lolietum perennis",425127,122,7710,"30TWN51","30TWN5517",5218,530,"Torralba del Río","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-2.324954017,42.60398717,"1 - UTM1x1 + Elevation",530,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25128","Lolietum perennis",425128,122,7710,"30TWN51","30TWN5517",5219,530,"Torralba del Río","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895b","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-2.324954017,42.60398717,"1 - UTM1x1 + Elevation",530,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25138","Trifolio fragiferi-Cynodontetum dactyli",425138,123,8878,"30TXN13","30TXN1935",4899,570,"Aranguren, Labiano","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"227","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R     ","No forest",-1.533644413,42.76589209,"1 - UTM1x1 + Elevation",570,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Trifolion maritimi","V35 Trampled"
"S-P25140","Trifolio fragiferi-Cynodontetum dactyli",425140,126,8921,"30TXN32","30TXN3629",4900,460,"Longida, Artajo","ES","ATL_COAST","N_DUNES",NA,"",NA,9,"227","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R22   ","No forest",-1.337332445,42.70287475,"2 - UTM1x1 + Centroid",460,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Trifolion maritimi","V35 Trampled"
"S-P25141","Trifolio fragiferi-Cynodontetum dactyli",425141,113,14203,"30TWN92","30TWN9620",4901,320,"Mendigorria","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"227","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," V32   ","No forest",-7,43,"5 - UTMs missing from DEM",320,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Trifolion maritimi","V35 Trampled"
"T-P02593","Bromo-Hordeetum murini",502593,99,6676,"29TQH30","",14254,900,"Morales del Arcediano","","ATL_COAST","N_DUNES",90,"",NA,6,"190","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273."," V32   ","No forest",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","V35 Trampled"
"T-P02594","Bromo-Hordeetum murini",502594,99,6676,"29TQH30","",14255,900,"Morales del Arcediano","","ATL_COAST","N_DUNES",90,"",NA,10,"190","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273."," V37   ","No forest",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","V35 Trampled"
"T-P02599","Polygono arenastri-Matricarietum matricarioidis",502599,89,7894,"29TQG19","",14257,1270,"Pobladura de la Sierra","","ATL_COAST","N_DUNES",30,"",NA,2,"0755a","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273."," V35   ","No forest",-6.361905299,42.41435588,"3 - UTM10x10 + Elevation",1270,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","V35 Trampled"
"T-P03080","Sisymbrio officinalis-Hordeetum murini",503080,139,12930,"30TVN99","",14669,100,"Santurce (Térmica)","","ATL_COAST","N_DUNES",90,"E",NA,6,"753","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V37   ","No forest",-3.081713734,43.31735357,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","V35 Trampled"
"T-P03111","Lolio-Plantaginetum majoris",503111,133,13883,"30TVN89","",14700,200,"Pobeña","","ATL_COAST","N_DUNES",70,"NE",NA,10,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.172855382,43.27583089,"3 - UTM10x10 + Elevation",200,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03112","Lolio-Plantaginetum majoris",503112,139,13172,"30TVN99","",14701,50,"Santurce, junto a la Térmica","","ATL_COAST","N_DUNES",60,"E",NA,8,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.089149997,43.3425608,"3 - UTM10x10 + Elevation",50,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03113","Lolio-Plantaginetum majoris",503113,137,13935,"30TVN99","",14702,150,"Gallarta","","ATL_COAST","N_DUNES",80,"NW",NA,10,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.076814839,43.34437066,"3 - UTM10x10 + Elevation",150,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03114","Lolio-Plantaginetum majoris",503114,133,12668,"30TVN99","",14703,150,"Gallarta","","ATL_COAST","N_DUNES",70,"SW",NA,10,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.007714233,43.2741603,"3 - UTM10x10 + Elevation",150,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03115","Lolio-Plantaginetum majoris",503115,135,12585,"30TVN99","",14704,200,"La Arboleda","","ATL_COAST","N_DUNES",70,"W",NA,12,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R36   ","No forest",-3.044725977,43.32998042,"3 - UTM10x10 + Elevation",200,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03116","Lolio-Plantaginetum majoris",503116,128,13535,"30TVN99","",14705,250,"La Arboleda","","ATL_COAST","N_DUNES",70,"S",NA,10,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.037287606,43.26875169,"3 - UTM10x10 + Elevation",250,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03117","Lolio-Plantaginetum majoris",503117,133,13440,"30TWN17","",14706,250,"Villaro","","ATL_COAST","N_DUNES",75,"SE",NA,15,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-2.769167267,43.13345334,"3 - UTM10x10 + Elevation",250,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03118","Lolio-Plantaginetum majoris",503118,130,13278,"30TVN88","",14707,250,"Sopuerta","","ATL_COAST","N_DUNES",60,"E",NA,8,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.222019959,43.23972732,"3 - UTM10x10 + Elevation",250,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"T-P03119","Lolio-Plantaginetum majoris",503119,136,12912,"30TVN99","",14708,120,"Sanfuentes","","ATL_COAST","N_DUNES",80,"NE",NA,8,"236","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," R21   ","No forest",-3.096501124,43.31013837,"3 - UTM10x10 + Elevation",120,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
