"Releve number","Twinspan2","Class","EUNIS","Sintaxon","SIVIMID","Plant.Cover","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
505188,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","T-P05188",NA,"",NA,20,"1995",-3.457706304,43.4623392,"1 - UTM1x1 + Elevation",7
505189,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","T-P05189",NA,"",NA,60,"1995",-3.434182013,43.28414213,"1 - UTM1x1 + Elevation",40
505190,"Mesic ruderals (V39)",6,"V33","Helmintio echioidis-Melilotetum albae","T-P05190",NA,"",NA,60,"1995",-3.44512037,43.43177403,"1 - UTM1x1 + Elevation",10
505191,"Mesic ruderals (V39)",6,"?","Helmintio echioidis-Melilotetum albae","T-P05191",NA,"",NA,10,"1995",-3.45771989,43.46414002,"1 - UTM1x1 + Elevation",8
505192,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","T-P05192",NA,"",NA,40,"1995",-3.462678319,43.46592093,"1 - UTM1x1 + Elevation",10
505322,"Trampled (V35)",8,"V35","Lolio-Plantaginetum majoris","T-P05322",NA,"",NA,2,"1995",-3.568969875,43.19890708,"1 - UTM1x1 + Elevation",550
505326,"Trampled (V35)",8,"V35","Lolio-Plantaginetum majoris","T-P05326",NA,"",NA,2,"1995",-3.568552019,43.15388525,"1 - UTM1x1 + Elevation",1200
505332,"Trampled (V35)",7,"V34","Plantago coronopi-Trifolietum fragiferae","T-P05332",NA,"",NA,15,"1995",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81
505333,"Trampled (V35)",7,"V34","Plantago coronopi-Trifolietum fragiferae","T-P05333",NA,"",NA,15,"1995",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81
505334,"Trampled (V35)",7,"V34","Plantago coronopi-Trifolietum fragiferae","T-P05334",NA,"",NA,10,"1995",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81
505335,"Trampled (V35)",7,"V","Plantago coronopi-Trifolietum fragiferae","T-P05335",NA,"",NA,10,"1995",-3.461428375,43.46410504,"2 - UTM1x1 + Centroid",41
505336,"Trampled (V35)",7,"V","Plantago coronopi-Trifolietum fragiferae","T-P05336",NA,"",NA,20,"1995",-3.440067404,43.41829162,"2 - UTM1x1 + Centroid",81
505961,"Mesic ruderals (V39)",1,"V11","Chelidonio maji-Smyrnietum olusatri","T-P05961",100,"N",5,10,"1997",-7.486889724,41.96701878,"3 - UTM10x10 + Elevation",500
505962,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05962",90,"S",5,14,"1997",-7.513612217,41.96957064,"3 - UTM10x10 + Elevation",500
505963,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05963",100,"",0,15,"1997",-7.454478929,41.95207655,"3 - UTM10x10 + Elevation",500
505964,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","T-P05964",95,"",0,10,"1997",-7.873573094,42.35276252,"3 - UTM10x10 + Elevation",140
505965,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","T-P05965",100,"",0,18,"1997",-7.622975702,42.54323107,"1 - UTM1x1 + Elevation",500
505966,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","T-P05966",100,"SE",5,12,"1997",-7.620853386,42.5145063,"1 - UTM1x1 + Elevation",380
505967,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05967",100,"",0,5,"1997",-7.603684858,42.54581003,"1 - UTM1x1 + Elevation",440
505968,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05968",100,"",0,15,"1997",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
505971,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05971",95,"E",40,15,"1997",-7.911564883,41.11408263,"3 - UTM10x10 + Elevation",100
505972,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","T-P05972",100,"NW",10,15,"1997",-8.803856493,42.33272783,"3 - UTM10x10 + Elevation",100
505973,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05973",100,"N",20,10,"1997",-8.781682515,42.27623972,"3 - UTM10x10 + Elevation",60
505974,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","T-P05974",95,"SE",80,9,"1997",-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",70
505975,"Trampled (V35)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05975",95,"N",5,15,"1997",-8.764134987,42.26992447,"3 - UTM10x10 + Elevation",60
505976,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05976",100,"",0,25,"1997",-8.67613738,42.28873135,"3 - UTM10x10 + Elevation",0
505977,"Mesic ruderals (V39)",11,"V39","Chelidonio maji-Smyrnietum olusatri","T-P05977",95,"SW",10,10,"1997",-8.722652234,42.29361361,"3 - UTM10x10 + Elevation",40
505978,"Mesic ruderals (V39)",5,"V32","Chelidonio maji-Smyrnietum olusatri","T-P05978",95,"",0,4,"1997",-8.581121353,42.3384208,"3 - UTM10x10 + Elevation",40
506544,"Mesic ruderals (V39)",11,"V39","Geranietum robertiano-lucidi","T-P06544",NA,"",NA,2,"1995",-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560
506549,"Mesic ruderals (V39)",11,"V39","Geranietum robertiano-lucidi","T-P06549",NA,"",NA,10,"1995",-3.188756175,42.83636183,"1 - UTM1x1 + Elevation",900
506550,"Mesic ruderals (V39)",11,"V39","Geranietum robertiano-lucidi","T-P06550",NA,"",NA,3,"1995",-2.435767676,42.75227771,"1 - UTM1x1 + Elevation",690
506560,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06560",NA,"",NA,50,"1995",-1.864766898,42.8380937,"1 - UTM1x1 + Elevation",790
506561,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06561",NA,"",NA,40,"1995",-1.872172932,42.83456481,"1 - UTM1x1 + Elevation",800
506562,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06562",NA,"",NA,30,"1995",-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750
506563,"Mesic ruderals (V39)",11,"V","Galio aparines-Anthriscetum sylvestris","T-P06563",NA,"",NA,30,"1995",-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570
506564,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06564",NA,"",NA,20,"1995",-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810
506567,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06567",NA,"",NA,20,"1995",-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520
506568,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06568",NA,"",NA,40,"1995",-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600
506569,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06569",NA,"",NA,40,"1995",-2.887560996,42.9373212,"1 - UTM1x1 + Elevation",610
506571,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06571",NA,"",NA,70,"1995",-2.838470316,42.96247693,"1 - UTM1x1 + Elevation",640
506572,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06572",NA,"",NA,50,"1995",-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590
506573,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06573",NA,"",NA,6,"1995",-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740
506574,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06574",NA,"",NA,40,"1995",-1.870004948,42.9534111,"1 - UTM1x1 + Elevation",750
506577,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06577",NA,"",NA,40,"1995",-1.830475884,42.96922304,"1 - UTM1x1 + Elevation",580
506579,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06579",NA,"",NA,30,"1995",-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550
506583,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06583",NA,"",NA,25,"1995",-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600
506584,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06584",NA,"",NA,30,"1995",-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570
506585,"Mesic ruderals (V39)",11,"V39","Galio aparines-Anthriscetum sylvestris","T-P06585",NA,"",NA,10,"1995",-2.392902866,42.88713855,"1 - UTM1x1 + Elevation",610
506587,"Mesic ruderals (V39)",10,"V","Urtico dioicae-Sambucetum ebuli","T-P06587",NA,"",NA,40,"1995",-1.917188316,42.77916673,"1 - UTM1x1 + Elevation",590
506591,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06591",NA,"",NA,10,"1995",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750
506592,"Mesic ruderals (V39)",11,"V","Urtico dioicae-Sambucetum ebuli","T-P06592",NA,"",NA,4,"1995",-2.350435986,42.96615092,"1 - UTM1x1 + Elevation",1130
506593,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06593",NA,"",NA,15,"1995",-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960
506603,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06603",NA,"",NA,20,"1995",-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750
506609,"Mesic ruderals (V39)",11,"V","Urtico dioicae-Sambucetum ebuli","T-P06609",NA,"",NA,4,"1995",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750
506610,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06610",NA,"",NA,20,"1995",-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690
506612,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06612",NA,"",NA,20,"1995",-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",410
506613,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06613",NA,"",NA,15,"1995",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560
506614,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06614",NA,"",NA,8,"1995",-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510
506615,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06615",NA,"",NA,10,"1995",-2.682476138,42.78559459,"4 - UTM10x10 + Centroid",530
506616,"Mesic ruderals (V39)",11,"V","Urtico dioicae-Sambucetum ebuli","T-P06616",NA,"",NA,20,"1995",-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",610
506617,"Mesic ruderals (V39)",10,"V38","Urtico dioicae-Sambucetum ebuli","T-P06617",NA,"",NA,10,"1995",-1.944384538,42.75963173,"2 - UTM1x1 + Centroid",470
506618,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06618",NA,"",NA,20,"1995",-2.315024559,42.6201384,"3 - UTM10x10 + Elevation",750
506620,"Mesic ruderals (V39)",10,"V38","Urtico dioicae-Sambucetum ebuli","T-P06620",NA,"",NA,10,"1995",-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570
506621,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06621",NA,"",NA,20,"1995",-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600
506622,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06622",NA,"",NA,20,"1995",-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640
506623,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06623",NA,"",NA,30,"1995",-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3
506624,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06624",NA,"",NA,50,"1995",-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710
506625,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06625",NA,"",NA,30,"1995",-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620
506626,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","T-P06626",NA,"",NA,8,"1995",-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520
506627,"Mesic ruderals (V39)",10,"V38","Carduo nutantis-Cirsietum richterani","T-P06627",NA,"",NA,4,"1995",-2.172850231,42.85874448,"2 - UTM1x1 + Centroid",870
506628,"Xeric ruderals (V38)",10,"V38","Carduo nutantis-Cirsietum richterani","T-P06628",NA,"",NA,20,"1995",-2.082350989,43.01834572,"1 - UTM1x1 + Elevation",1120
506629,"Mesic ruderals (V39)",11,"V39","Carduo nutantis-Cirsietum richterani","T-P06629",NA,"",NA,10,"1995",-2.079816159,43.02372835,"1 - UTM1x1 + Elevation",930
506630,"Mesic ruderals (V39)",10,"V38","Carduo nutantis-Cirsietum richterani","T-P06630",NA,"",NA,6,"1995",-2.611116047,43.23928178,"2 - UTM1x1 + Centroid",800
506631,"Mesic ruderals (V39)",10,"V38","Carduo nutantis-Cirsietum richterani","T-P06631",NA,"",NA,10,"1995",-2.612017576,43.09700882,"1 - UTM1x1 + Elevation",980
506635,"Mesic ruderals (V39)",5,"V32","Picrido echioidis-Raphanetum maritimi","T-P06635",NA,"",NA,20,"1995",-2.876895126,43.36774198,"3 - UTM10x10 + Elevation",50
506636,"Mesic ruderals (V39)",5,"V32","Picrido echioidis-Raphanetum maritimi","T-P06636",NA,"",NA,20,"1995",-2.992915441,43.36420621,"3 - UTM10x10 + Elevation",30
506641,"Mesic ruderals (V39)",6,"V33","Carduo bourgeani-Silybetum mariani","T-P06641",NA,"",NA,60,"1995",-1.325925728,42.67299118,"3 - UTM10x10 + Elevation",440
506646,"Mesic ruderals (V39)",6,"V33","Carduo bourgeani-Silybetum mariani","T-P06646",NA,"",NA,30,"1995",-1.520438721,42.70448639,"1 - UTM1x1 + Elevation",600
506649,"Mesic ruderals (V39)",10,"V38","Carduo bourgeani-Silybetum mariani","T-P06649",NA,"",NA,25,"1995",-7,43,"5 - UTMs missing from DEM",370
506651,"Mesic ruderals (V39)",10,"V38","Carduo bourgeani-Silybetum mariani","T-P06651",NA,"",NA,8,"1995",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560
506652,"Mesic ruderals (V39)",10,"V38","Carduo bourgeani-Silybetum mariani","T-P06652",NA,"",NA,8,"1995",-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",410
506971,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06971",20,"",NA,4,"1984",-6.579475306,42.56443645,"3 - UTM10x10 + Elevation",600
506973,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06973",20,"",NA,1,"1984",-5.204285641,42.9467654,"3 - UTM10x10 + Elevation",1153
506974,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06974",15,"",NA,1,"1984",-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1100
506975,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06975",70,"",NA,2,"1984",-5.660941624,42.848811,"3 - UTM10x10 + Elevation",1030
506976,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06976",40,"",NA,5,"1984",-5.769911792,42.98669411,"3 - UTM10x10 + Elevation",1320
506977,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06977",70,"",NA,3,"1984",-5.745586244,42.8810283,"3 - UTM10x10 + Elevation",1120
506978,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06978",20,"",NA,2,"1984",-5.65195323,42.92465786,"3 - UTM10x10 + Elevation",1129
506979,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06979",20,"",NA,20,"1984",-4.724710705,42.8919645,"3 - UTM10x10 + Elevation",1420
506980,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P06980",30,"",NA,2,"1984",-6.384131367,42.42090482,"3 - UTM10x10 + Elevation",1275
506988,"Mesic ruderals (V39)",10,"V38","Galio aparines-Conietum maculati","T-P06988",85,"NW",18,25,"1984",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600
506989,"Mesic ruderals (V39)",9,"V37","Galio aparines-Conietum maculati","T-P06989",100,"",NA,20,"1984",-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580
507738,"Mesic ruderals (V39)",5,"+","Cirsio monspessulani-Holoschoenetum","T-P07738",NA,"",NA,60,"1999",-1.958987591,42.76514584,"3 - UTM10x10 + Elevation",520
507739,"Mesic ruderals (V39)",5,"+","Cirsio monspessulani-Holoschoenetum","T-P07739",NA,"",NA,50,"1999",-1.873121376,42.78234366,"1 - UTM1x1 + Elevation",650
507740,"Mesic ruderals (V39)",5,"+","Cirsio monspessulani-Holoschoenetum","T-P07740",NA,"",NA,60,"1999",-1.873088713,42.7841444,"1 - UTM1x1 + Elevation",670
507742,"Mesic ruderals (V39)",5,"+","Cirsio monspessulani-Holoschoenetum","T-P07742",NA,"",NA,60,"1999",-1.939035728,42.78837655,"1 - UTM1x1 + Elevation",840
507866,"Trampled (V35)",7,"V","Trifolio fragiferi-Cynodontetum dactyli","T-P07866",NA,"",NA,10,"1999",-7,43,"5 - UTMs missing from DEM",400
507881,"Trampled (V35)",7,"V34","Trifolio fragiferi-Cynodontetum dactyli","T-P07881",NA,"",NA,6,"1999",-7,43,"5 - UTMs missing from DEM",340
507931,"Mesic ruderals (V39)",10,"V","Urtico dioicae-Sambucetum ebuli","T-P07931",NA,"",NA,80,"1999",-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",390
507935,"Trampled (V35)",4,"V15","Xanthio-Polygonetum persicariae","T-P07935",NA,"",NA,30,"1999",-1.632632329,42.93281139,"1 - UTM1x1 + Elevation",520
507937,"Trampled (V35)",4,"V15","Xanthio-Polygonetum persicariae","T-P07937",NA,"",NA,40,"1999",-1.662699505,42.78908468,"3 - UTM10x10 + Elevation",390
507941,"Trampled (V35)",4,"V15","Xanthio-Polygonetum persicariae","T-P07941",NA,"",NA,30,"1999",-1.613081875,42.8209131,"1 - UTM1x1 + Elevation",420
507943,"Trampled (V35)",4,"V15","Xanthio-Polygonetum persicariae","T-P07943",NA,"",NA,40,"1999",-7,43,"5 - UTMs missing from DEM",340
507949,"Trampled (V35)",4,"V15","Xanthio-Polygonetum persicariae","T-P07949",NA,"",NA,20,"1999",-7,43,"5 - UTMs missing from DEM",330
507953,"Trampled (V35)",4,"V15","Xanthio-Polygonetum persicariae","T-P07953",NA,"",NA,20,"1999",-7,43,"5 - UTMs missing from DEM",340
507954,"Weeds (V15)",4,"V15","Xanthio-Polygonetum persicariae","T-P07954",NA,"",NA,30,"1999",-1.608149638,42.82265427,"1 - UTM1x1 + Elevation",420
507961,"Trampled (V35)",9,"V37","Xanthio-Polygonetum persicariae","T-P07961",NA,"",NA,15,"1999",-1.662544403,42.79628705,"3 - UTM10x10 + Elevation",390
509638,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09638",NA,"",NA,15,"1987",-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600
509639,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09639",NA,"",NA,10,"1987",-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900
509640,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09640",NA,"",NA,8,"1987",-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850
509641,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09641",NA,"",NA,10,"1987",-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670
509642,"Mesic ruderals (V39)",11,"V","Geranio robertiani-Caryolophetum sempervirentis","T-P09642",NA,"",NA,12,"1987",-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600
509643,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09643",NA,"",NA,10,"1987",-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550
509644,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09644",NA,"",NA,15,"1987",-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650
509645,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09645",NA,"",NA,8,"1987",-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550
509646,"Mesic ruderals (V39)",11,"?","Geranio robertiani-Caryolophetum sempervirentis","T-P09646",NA,"",NA,16,"1987",-7.116600445,42.65621784,"3 - UTM10x10 + Elevation",650
509647,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09647",NA,"",NA,10,"1987",-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600
509648,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09648",NA,"",NA,40,"1987",-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650
509649,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09649",NA,"",NA,12,"1987",-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700
509651,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P09651",NA,"",NA,20,"1987",-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880
510447,"Weeds (V15)",4,"V15","Filagini minimae-Airetum praecocis","T-P10447",NA,"",NA,4,"1997",-2.349014907,42.6347456,"1 - UTM1x1 + Elevation",1340
510738,"Weeds (V15)",9,"V37","Setario-Echinochloetum colonae","T-P10738",50,"",NA,35,"1984",-6.169282088,41.85661338,"4 - UTM10x10 + Centroid",750
510739,"Weeds (V15)",9,"V37","Setario-Echinochloetum colonae","T-P10739",60,"",NA,30,"1984",-6.169282088,41.85661338,"4 - UTM10x10 + Centroid",760
510797,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","T-P10797",100,"",NA,3,"1984",-6.498769109,41.85736331,"3 - UTM10x10 + Elevation",690
511544,"Walls",1,"?","Cymbalarietum muralis","T-P11544",30,"NW",100,10,"1988",-5.61899362,42.84077425,"3 - UTM10x10 + Elevation",1090
511545,"Walls",1,"?","Cymbalarietum muralis","T-P11545",30,"NE",100,10,"1988",-5.639847717,42.81328114,"3 - UTM10x10 + Elevation",1100
511546,"Weeds (V15)",1,"?","Cymbalarietum muralis","T-P11546",30,"N",100,9,"1988",-5.688930827,42.87336941,"3 - UTM10x10 + Elevation",1120
511547,"Walls",1,"?","Cymbalarietum muralis","T-P11547",30,"SE",100,8,"1988",-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1120
511583,"Mesic ruderals (V39)",11,"+","Malvo moschatae-Arrhenatheretum elatioris","T-P11583",100,"",NA,20,"1988",-5.659500858,42.87225639,"3 - UTM10x10 + Elevation",1100
511584,"Mesic ruderals (V39)",5,"+","Malvo moschatae-Arrhenatheretum elatioris","T-P11584",100,"",NA,20,"1988",-5.652239838,42.87422586,"3 - UTM10x10 + Elevation",1100
511637,"Mesic ruderals (V39)",11,"V","Chenopodio boni-henrici-Senecietum durieui","T-P11637",40,"N",36,20,"1988",-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500
511638,"Mesic ruderals (V39)",9,"V37","Chenopodio boni-henrici-Senecietum durieui","T-P11638",40,"NE",36,15,"1988",-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470
511640,"Mesic ruderals (V39)",9,"V37","Chenopodio boni-henrici-Senecietum durieui","T-P11640",50,"E",45,15,"1988",-5.827869342,42.9132408,"3 - UTM10x10 + Elevation",1500
511641,"Mesic ruderals (V39)",10,"V","Chenopodio boni-henrici-Senecietum durieui","T-P11641",60,"E",54,12,"1988",-5.820855853,42.9206175,"3 - UTM10x10 + Elevation",1400
