species,family,n.replications,n.EUNIS.habitats,Disturbance.Severity,Disturbance.Severity.herblayer,Disturbance.Frequency,Disturbance.Frequency.herblayer,Mowing.Frequency,Grazing.Pressure,Soil.Disturbance,SD_Disturbance.Severity,SD_Disturbance.Severity.herblayer,SD_Disturbance.Frequency,SD_Disturbance.Frequency.herblayer,SD_Mowing.Frequency,SD_Grazing.Pressure,SD_Soil.Disturbance
Galium incanum,Rubiaceae,999,7,0.49,0.265,0.59257,1.80897,0.02114,0.335,0.145,0.005,0.0039,1.297,0.0345,0.1131,0.0032,0.0011
Galium incrassatum,Rubiaceae,999,6,0.72273,0.28182,0.90372,2.00797,0.04096,0.43636,0.22727,0,0,0,0,0,0,0
Galium incurvum,Rubiaceae,999,7,0.44815,0.325,1.14972,2.07366,0.01499,0.384,0.14667,0.0077,0.0058,0.4767,0.5204,0.1486,0.0071,0.0073
Galium intermedium,Rubiaceae,999,50,0.68619,0.12978,0.03929,1.3016,0.01472,0.19552,0.10399,3.00E-04,5.00E-04,0.1075,0.012,0.079,1.00E-04,2.00E-04
Galium kitaibelianum,Rubiaceae,999,9,0.6697,0.10968,0.03031,1.2537,0,0.19394,0.10606,0.0019,0.0042,0.7389,0.0618,0,4.00E-04,4.00E-04
Galium laevigatum,Rubiaceae,999,32,0.69011,0.12004,0.02577,1.26536,0.00181,0.19139,0.10114,4.00E-04,5.00E-04,0.1164,0.048,0.0671,2.00E-04,2.00E-04
Galium lucidum,Rubiaceae,999,101,0.54392,0.30655,0.43837,1.40841,0.17696,0.27331,0.13253,7.00E-04,8.00E-04,0.1686,0.0348,0.1753,4.00E-04,4.00E-04
Galium macedonicum,Rubiaceae,999,8,0.70857,0.7,1.51049,2.2607,1.12953,0.24412,0.39474,0.0082,0.0119,1.3901,0.0672,1.3382,0.0049,0.0096
Galium magellense,Rubiaceae,999,14,0.322,0.31554,1.25397,1.25397,0.031,0.2338,0.16959,0.0022,0.0024,0.4451,0.4451,0.3301,0.0033,0.002
Galium maritimum,Rubiaceae,999,26,0.64074,0.18447,0.1366,1.31487,0.06102,0.26375,0.1172,0.002,0.0021,0.5713,0.0276,0.5384,7.00E-04,4.00E-04
Galium megalospermum,Rubiaceae,999,13,0.36684,0.36364,1.49023,1.56317,0.04079,0.1644,0.19843,0.0017,0.0017,0.0568,0.0353,0.2674,0.0021,0.0015
Galium minutulum,Rubiaceae,999,9,0.675,0.3963,0.42747,1.46353,0.10708,0.23571,0.1963,0.013,0.0142,1.1152,0.3631,2.0817,0.0032,0.0085
Galium mollugo aggr.,Rubiaceae,999,149,0.54405,0.41742,0.70503,1.63482,0.49706,0.18636,0.24515,2.00E-04,3.00E-04,0.0491,0.0058,0.0619,2.00E-04,2.00E-04
Galium monachinii,Rubiaceae,999,11,0.71333,0.31908,0.11349,1.48202,0.069,0.30795,0.204,0.001,0.0025,0.3614,0.0192,0.3069,8.00E-04,0.0013
Galium murale,Rubiaceae,999,42,0.74369,0.54536,0.73989,1.7835,0.2233,0.34386,0.32142,0.0016,0.0022,0.2116,0.0277,0.3507,0.0012,0.0012
Galium noricum,Rubiaceae,999,13,0.27513,0.27157,1.46911,1.47916,0.02392,0.22755,0.12487,8.00E-04,8.00E-04,0.0339,0.0334,0.0806,0.001,0.0012
Galium obliquum,Rubiaceae,999,35,0.5228,0.30018,0.47366,1.62487,0.16544,0.29002,0.13936,0.0015,0.0017,0.427,0.0338,0.4188,0.001,8.00E-04
Galium octonarium,Rubiaceae,999,18,0.47878,0.47101,1.67072,1.88094,0.71062,0.42091,0.17851,9.00E-04,0.001,0.02,0.0164,0.3443,0.0011,6.00E-04
Galium odoratum,Rubiaceae,999,71,0.69589,0.12856,0.02736,1.30603,0.0082,0.18894,0.10288,1.00E-04,1.00E-04,0.0277,0.0024,0.0183,0,0
Galium oreophilum,Rubiaceae,999,5,0.3037,0.28437,1.32617,1.75696,0,0.28125,0.1037,0.0036,0.0032,0.4616,0.4923,0,0.0049,0.0018
Galium palustre aggr.,Rubiaceae,999,103,0.43754,0.35796,0.88952,1.63021,0.39721,0.2088,0.13025,3.00E-04,3.00E-04,0.0399,0.005,0.0731,3.00E-04,2.00E-04
Galium parisiense,Rubiaceae,999,48,0.65234,0.57803,1.03921,1.84706,0.37314,0.3319,0.3055,0.0027,0.0033,0.3485,0.0262,0.5734,0.0015,0.002
Galium pseudaristatum,Rubiaceae,999,32,0.67831,0.14251,0.05061,1.31777,0.03899,0.21576,0.10495,8.00E-04,7.00E-04,0.237,0.0179,0.198,3.00E-04,2.00E-04
Galium pseudohelveticum,Rubiaceae,980,4,0.256,0.256,1.72826,1.72826,0,0.235,0.12727,0.0045,0.0045,0.1299,0.1299,0,0.005,0.0036
Galium pulvinatum,Rubiaceae,999,23,0.53088,0.39846,0.65916,1.70059,0.45186,0.26015,0.15303,0.0024,0.0035,0.8415,0.0389,0.9541,0.0026,0.0021
Galium pumilum,Rubiaceae,999,92,0.49271,0.3915,0.79045,1.61098,0.41524,0.26386,0.16447,4.00E-04,5.00E-04,0.1129,0.0216,0.1532,4.00E-04,4.00E-04
Galium pusillum,Rubiaceae,999,20,0.42069,0.38046,1.06747,1.30688,0.1838,0.2907,0.19765,0.0027,0.0025,0.1301,0.0688,0.885,0.0025,0.0022
Galium pyrenaicum,Rubiaceae,999,18,0.33418,0.32654,1.61198,1.63271,0.08737,0.28437,0.14125,0.0019,0.0018,0.1214,0.1216,0.6184,0.0023,0.0015
Galium rhodopeum,Rubiaceae,999,17,0.44375,0.42734,1.44473,1.86417,0.41387,0.28819,0.17143,0.0025,0.0028,0.5396,0.0329,1.0221,0.0016,0.0013
Galium rivale,Rubiaceae,999,26,0.50633,0.46678,1.06039,1.50468,0.70547,0.16973,0.12678,0.003,0.003,0.1996,0.0523,0.4777,0.0015,0.0025
Galium rotundifolium,Rubiaceae,999,66,0.69448,0.11606,0.02652,1.30203,0.00668,0.20061,0.11068,3.00E-04,2.00E-04,0.0656,0.0151,0.0411,1.00E-04,2.00E-04
Galium rubioides,Rubiaceae,999,37,0.591,0.44378,0.61777,1.65874,0.42012,0.1791,0.17042,0.0035,0.0043,0.6144,0.0302,0.7599,0.0013,0.0024
Galium rubrum,Rubiaceae,999,48,0.64612,0.21709,0.21191,1.41729,0.0785,0.26525,0.12849,7.00E-04,9.00E-04,0.2139,0.0099,0.1944,5.00E-04,5.00E-04
Galium ruthenicum,Rubiaceae,999,28,0.52891,0.51759,1.60918,1.7724,0.71818,0.35347,0.21239,0.0016,0.0016,0.1084,0.0352,0.334,0.0018,0.0016
Galium samothracicum,Rubiaceae,812,7,0.62083,0.27619,0.34515,1.59876,0.04096,0.32,0.16667,0.0082,0.0139,4.1984,0.1854,0.691,0.0084,0.0063
Galium saxatile,Rubiaceae,999,92,0.53681,0.31607,0.50759,1.5052,0.22831,0.29299,0.2058,6.00E-04,5.00E-04,0.12,0.017,0.1308,5.00E-04,4.00E-04
Galium saxosum,Rubiaceae,999,9,0.33548,0.33548,1.49526,1.49526,0.01309,0.15484,0.1871,0.0021,0.0021,0.1091,0.1091,0.136,0.0066,0.0043
Galium scabrum,Rubiaceae,999,14,0.68479,0.13439,0.04667,1.28831,0.0018,0.26866,0.09455,8.00E-04,0.0023,0.5421,0.0161,0.0047,7.00E-04,7.00E-04
Galium setaceum,Rubiaceae,999,15,0.77286,0.52692,0.80606,1.72017,0.16473,0.34879,0.28804,8.00E-04,0.0028,0.3105,0.0122,0.3966,0.001,0.0012
Galium spurium,Rubiaceae,999,50,0.83293,0.80298,1.27791,1.92162,0.3616,0.13799,0.74562,0.0015,0.0017,0.1108,0.0179,0.3903,0.001,0.0025
Galium sterneri,Rubiaceae,999,16,0.46826,0.46568,1.84583,1.85772,0.72982,0.31245,0.15812,0.0011,0.0011,0.0258,0.0258,0.3916,0.0041,0.0024
Galium sylvaticum,Rubiaceae,999,55,0.69183,0.13025,0.03191,1.30276,0.01302,0.19213,0.10538,3.00E-04,3.00E-04,0.0758,0.0198,0.0536,1.00E-04,1.00E-04
Galium taygetum,Rubiaceae,999,9,0.42222,0.34167,1.20354,2.12014,0.037,0.35,0.15833,4.00E-04,8.00E-04,0.1137,0.0051,0.1612,0.001,0.0012
Galium tendae,Rubiaceae,999,9,0.20263,0.20263,0.81501,0.81501,0,0.14474,0.06316,0.0013,0.0013,0.1881,0.1881,0,0.0019,8.00E-04
Galium tenuissimum,Rubiaceae,999,25,0.63711,0.59548,1.11142,1.93384,0.63512,0.32484,0.3195,0.0027,0.0027,0.2209,0.0132,0.4871,0.002,0.0025
Galium thymifolium,Rubiaceae,999,14,0.43662,0.35,0.85795,1.88697,0.03654,0.32192,0.14722,0.0019,8.00E-04,0.6244,0.0125,0.1359,0.0013,8.00E-04
Galium timeroyi,Rubiaceae,999,12,0.51379,0.40893,0.7946,1.62219,0.44661,0.28889,0.16949,0.002,0.0039,0.6697,0.058,1.3995,0.0056,0.0036
Galium tomentellum,Rubiaceae,999,3,0.49412,0.49412,2.21973,2.21973,1.14946,0.44412,0.17059,2.00E-04,2.00E-04,0.0118,0.0118,0.0811,0.0022,0.0011
Galium tricornutum,Rubiaceae,999,18,0.85156,0.84016,1.54383,2.01717,0.56316,0.16247,0.75468,0.001,0.0014,0.1301,0.0072,0.3353,8.00E-04,0.0021
Galium trifidum,Rubiaceae,999,19,0.31636,0.26316,1.25015,1.47496,0.269,0.13898,0.17069,0.0088,0.0089,0.1918,0.141,2.0977,0.0052,0.0064
Galium triflorum,Rubiaceae,999,5,0.70154,0.11077,0.0162,1.32436,0.0066,0.2,0.10462,4.00E-04,8.00E-04,0.2193,0.0114,0.2011,2.00E-04,6.00E-04
Galium truniacum,Rubiaceae,999,11,0.49744,0.25789,0.40045,1.35807,0.02327,0.18649,0.14865,0.0099,0.0032,1.4357,0.3564,0.1838,0.0039,0.0032
Galium uliginosum,Rubiaceae,999,76,0.47446,0.44366,1.26668,1.72711,0.76149,0.18973,0.1461,5.00E-04,5.00E-04,0.0457,0.009,0.1051,3.00E-04,3.00E-04
Galium valdepilosum,Rubiaceae,999,14,0.62025,0.20488,0.18938,1.42035,0.09055,0.22381,0.15556,0.006,0.0055,1.6173,0.0701,1.3208,0.002,0.0025
Galium verrucosum,Rubiaceae,999,25,0.78,0.70139,0.92551,1.78497,0.38447,0.25652,0.46901,0.0087,0.0113,0.8375,0.0571,1.9414,0.0078,0.0118
Galium verticillatum,Rubiaceae,999,33,0.58385,0.51484,1.00323,1.75297,0.22802,0.30611,0.27652,0.0041,0.0045,0.2609,0.0594,0.9652,0.0025,0.0039
Galium verum,Rubiaceae,999,143,0.50155,0.46101,1.19593,1.8416,0.70249,0.27259,0.24586,2.00E-04,2.00E-04,0.0332,0.0036,0.0586,2.00E-04,2.00E-04
Galium volhynicum,Rubiaceae,999,7,0.49831,0.49831,2.11362,2.11362,0.97703,0.39818,0.17143,0.0045,0.0045,0.0366,0.0366,1.0244,0.0054,0.0022
Galium x pomeranicum,Rubiaceae,999,22,0.51027,0.47285,1.27052,1.9086,0.70805,0.236,0.25417,0.0036,0.0036,0.4922,0.0514,1.043,0.0031,0.0054
Gastridium phleoides,Poaceae,999,24,0.76341,0.51218,0.85708,1.83327,0.21158,0.33636,0.302,0.0012,0.0042,0.4878,0.0169,0.5946,0.0016,0.0021
Gastridium ventricosum,Poaceae,999,37,0.62973,0.51738,0.8261,1.64831,0.31919,0.30661,0.24242,0.0033,0.0037,0.3141,0.0617,0.6116,0.0023,0.0023
Gaudinia fragilis,Poaceae,999,57,0.56009,0.53738,1.63044,2.11086,0.68049,0.25202,0.3383,0.0016,0.0017,0.1063,0.0191,0.3026,0.0016,0.0012
Gelasia callosa,Compositae,999,31,0.56899,0.5053,1.04631,1.74361,0.60254,0.35193,0.17539,0.0017,0.0024,0.3485,0.0161,0.4803,0.0014,0.0016
Gelasia cretica,Compositae,999,16,0.64257,0.34949,0.40797,1.21151,0.08696,0.29307,0.17822,0.0073,0.0056,0.5551,0.3126,0.7243,0.0044,0.0055
Gelasia ensifolia,Compositae,999,8,0.37222,0.36481,1.59989,1.59989,0.3391,0.17857,0.37037,0.0021,0.0022,0.0442,0.0442,0.8482,0.0053,0.003
Gelasia hirsuta,Compositae,999,14,0.55072,0.36812,0.75106,1.81167,0.35122,0.39692,0.20563,0.0034,0.0048,0.5688,0.0381,1.4808,0.004,0.0034
Genista acanthoclada,Fabaceae,999,17,0.69695,0.21101,0.29578,1.49368,0.00665,0.33614,0.14894,0.0014,0.0013,0.3163,0.0449,0.0133,0.0014,0.002
Genista aetnensis,Fabaceae,999,6,0.572,0.148,0.17731,1.36856,0,0.232,0.084,0.007,0.0054,2.3121,0.1322,0,0.0059,7.00E-04
Genista anglica,Fabaceae,999,44,0.43444,0.36374,1.21684,1.6499,0.18557,0.34994,0.15456,0.0014,0.0012,0.1635,0.0206,0.4156,0.0013,0.0011
Genista aristata,Fabaceae,999,4,0.65556,0.13333,0.08658,1.37828,0,0.28148,0.1037,9.00E-04,6.00E-04,0.3477,0.0157,0,0.0016,1.00E-04
Genista aspalathoides,Fabaceae,999,5,0.61905,0.23571,0.31458,1.21586,0.05084,0.22326,0.09524,0.0022,0.0029,0.7265,0.1697,0.2562,5.00E-04,0.0011
Genista carinalis,Fabaceae,999,29,0.57653,0.22233,0.23457,1.41504,0.11552,0.24521,0.11589,0.0019,0.0019,0.5408,0.023,0.4583,0.0014,0.001
Genista cinerascens,Fabaceae,999,10,0.24352,0.20207,1.02228,1.30282,0.0043,0.29278,0.09845,0.0023,4.00E-04,0.3384,0.0104,0.0061,8.00E-04,3.00E-04
Genista cinerea,Fabaceae,999,36,0.61635,0.24915,0.28634,1.41349,0.14106,0.2922,0.14787,4.00E-04,9.00E-04,0.218,0.0128,0.2,6.00E-04,5.00E-04
Genista corsica,Fabaceae,999,18,0.64848,0.29921,0.68597,1.42957,0.04114,0.344,0.13016,0.0024,0.0044,0.6902,0.0495,0.6139,0.0027,0.0023
Genista depressa,Fabaceae,999,20,0.29926,0.29058,1.25016,1.323,0.05865,0.20375,0.05417,0.0015,0.0015,0.214,0.1561,0.4904,0.0021,0.0019
Genista desoleana,Fabaceae,999,6,0.53171,0.39512,1.40294,1.51906,0.02123,0.31566,0.08333,0.0027,0.0017,0.0328,0.0434,0.0571,0.0012,9.00E-04
Genista ephedroides,Fabaceae,999,10,0.66795,0.30256,0.85939,1.48366,0.05917,0.28333,0.164,0.0067,0.0052,0.5919,0.3125,0.6854,0.0042,0.0039
Genista falcata,Fabaceae,999,7,0.56491,0.13158,0.14195,1.29799,0,0.24561,0.09825,0.0027,7.00E-04,0.6547,7.00E-04,0,0.001,0
Genista florida,Fabaceae,999,24,0.34904,0.21345,0.66085,1.3154,0.00467,0.27861,0.09554,0.0019,0.001,0.345,0.0104,0.1271,5.00E-04,3.00E-04
Genista germanica,Fabaceae,999,47,0.62195,0.20817,0.18083,1.39564,0.10416,0.23084,0.12092,9.00E-04,0.0012,0.29,0.0211,0.3021,4.00E-04,6.00E-04
Genista hirsuta,Fabaceae,999,8,0.65366,0.18049,0.26878,1.44843,0.01051,0.35122,0.12927,0.0011,0.0093,1.181,0.0256,1.6851,0.0045,7.00E-04
Genista hispanica,Fabaceae,999,41,0.62191,0.2335,0.27434,1.41024,0.10722,0.29336,0.12694,6.00E-04,9.00E-04,0.2253,0.014,0.2191,5.00E-04,4.00E-04
Genista hystrix,Fabaceae,999,8,0.35926,0.20556,0.5971,1.39694,0.02355,0.32037,0.11111,0,0,0,0,0,0,0
Genista januensis,Fabaceae,999,31,0.52123,0.29072,0.44602,1.463,0.1671,0.26971,0.10822,0.0022,0.0022,0.5395,0.0658,0.5772,0.0011,6.00E-04
Genista linifolia,Fabaceae,999,14,0.60159,0.19355,0.20708,1.25229,0.0127,0.25385,0.08182,0.0027,0.0053,1.1234,0.0293,0.7609,0.0031,8.00E-04
Genista lobelii,Fabaceae,999,17,0.37734,0.30407,1.25574,1.54956,0.04879,0.30163,0.10159,0.0044,0.0035,0.7108,0.0507,0.694,0.0023,0.0023
Genista lydia,Fabaceae,999,18,0.24865,0.22919,1.10475,1.31275,0.04567,0.28973,0.10707,0.0024,0.0017,0.3909,0.0754,0.4948,0.0012,7.00E-04
Genista micrantha,Fabaceae,999,10,0.4625,0.37917,1.10249,1.70765,0.12086,0.38333,0.09574,7.00E-04,0.0023,0.141,0.0298,1.3431,0.0053,0.0022
Genista monspessulana,Fabaceae,999,18,0.64765,0.19023,0.16183,1.30806,0.00479,0.26744,0.09107,0.0014,0.0034,0.7083,0.0283,0.3948,0.0011,0.0012
Genista pilosa,Fabaceae,999,76,0.53549,0.29834,0.46505,1.49676,0.14776,0.29015,0.13415,5.00E-04,5.00E-04,0.1439,0.0101,0.1487,3.00E-04,3.00E-04
Genista pulchella,Fabaceae,999,10,0.524,0.41154,1.27228,1.63672,0.42755,0.45635,0.24198,0.0012,0.0019,0.0927,0.0733,0.6591,0.0012,0.0013
Genista radiata,Fabaceae,999,21,0.44492,0.21371,0.33564,0.81866,0.04422,0.2332,0.06008,0.0023,0.0018,0.5296,0.4265,0.4092,8.00E-04,9.00E-04
Genista sagittalis,Fabaceae,999,63,0.50243,0.42486,0.90999,1.73741,0.53696,0.28017,0.16451,5.00E-04,6.00E-04,0.135,0.022,0.1803,5.00E-04,6.00E-04
Genista salzmannii,Fabaceae,999,13,0.40833,0.24588,0.69396,1.30851,0.02035,0.26,0.08837,0.0043,0.0023,0.911,0.0311,0.4358,0.002,7.00E-04
Genista scorpius,Fabaceae,999,48,0.6262,0.25718,0.39047,1.42616,0.10886,0.34899,0.1513,7.00E-04,0.0011,0.2416,0.0176,0.2326,6.00E-04,5.00E-04
Genista scythica,Fabaceae,999,4,0.43231,0.43231,2.21179,2.21179,0.43054,0.42742,0.19516,0.0026,0.0026,0.0335,0.0335,1.2507,0.003,0.0014
Genista sericea,Fabaceae,999,18,0.54417,0.3425,0.60528,1.66032,0.2965,0.37222,0.1506,0.0025,0.0034,0.8422,0.092,0.8444,0.0026,0.0012
Genista sessilifolia,Fabaceae,601,7,0.44091,0.42,1.9946,1.9946,0.42079,0.42,0.18,0.0078,0.0078,0.0145,0.0145,2.5585,0.0041,0.0049
Genista subcapitata,Fabaceae,19,8,0.355,0.345,1.24642,1.24642,0.04407,0.335,0.175,0.0107,0.0122,3.5297,3.6819,2.8524,0.0106,0.0058
Genista sylvestris,Fabaceae,999,20,0.58419,0.34841,0.53567,1.62341,0.29888,0.36371,0.14593,0.0019,0.002,0.4209,0.0763,0.5447,0.0018,9.00E-04
Genista tetragona,Fabaceae,705,6,0.4,0.4,1.41794,1.41794,0.34679,0.325,0.1619,0.0048,0.0048,0.0974,0.0974,2.2291,0.0052,0.0023
Genista thyrrena,Fabaceae,999,7,0.66207,0.39667,0.60623,1.15149,0.05043,0.24815,0.11034,0.0134,0.0105,1.4353,0.5479,1.7486,0.0089,0.0039
Genista tinctoria,Fabaceae,999,97,0.57488,0.30554,0.35282,1.538,0.27162,0.2467,0.14157,4.00E-04,6.00E-04,0.1532,0.0109,0.1638,3.00E-04,4.00E-04
Genista tridentata,Fabaceae,999,13,0.42903,0.2371,0.67545,1.46606,0.02044,0.32419,0.11129,0.0036,0.0016,0.9158,0.0217,0.063,3.00E-04,2.00E-04
Genista umbellata,Fabaceae,999,6,0.65455,0.15909,0.24656,1.43933,0,0.35,0.12727,0.0019,0.0017,1.9524,0.1103,0,0.0063,0.003
Gentiana acaulis,Gentianaceae,999,40,0.35304,0.32444,1.22071,1.63221,0.1049,0.27151,0.09659,8.00E-04,7.00E-04,0.1698,0.0459,0.265,7.00E-04,6.00E-04
Gentiana alpina,Gentianaceae,999,11,0.28483,0.28328,1.6594,1.66865,0.00398,0.25016,0.0814,7.00E-04,7.00E-04,0.0303,0.0303,0.1418,9.00E-04,8.00E-04
Gentiana angustifolia,Gentianaceae,999,20,0.3858,0.30743,0.91082,1.65208,0.09901,0.292,0.11136,0.0017,0.0015,0.1646,0.1046,0.5322,0.0017,0.0013
Gentiana asclepiadea,Gentianaceae,999,64,0.62914,0.16317,0.11112,1.22804,0.05103,0.19459,0.10539,5.00E-04,4.00E-04,0.1308,0.0452,0.1066,2.00E-04,2.00E-04
Gentiana bavarica,Gentianaceae,999,20,0.2482,0.23934,1.43864,1.52319,0.05421,0.18548,0.13287,0.0015,0.0015,0.1393,0.139,0.3879,0.0022,0.0014
Gentiana brachyphylla,Gentianaceae,999,17,0.24493,0.24133,1.55781,1.60662,0.00423,0.21717,0.127,0.0016,0.0013,0.1723,0.0547,0.0147,0.0014,0.0011
Gentiana burseri,Gentianaceae,999,13,0.42931,0.23158,0.4538,1.39519,0.05441,0.215,0.08305,0.0055,0.0025,1.2537,0.0369,0.2677,8.00E-04,8.00E-04
Gentiana clusii,Gentianaceae,999,35,0.32704,0.28834,1.0369,1.3647,0.03528,0.2606,0.08421,0.0011,8.00E-04,0.2227,0.1263,0.2797,7.00E-04,5.00E-04
Gentiana cruciata,Gentianaceae,999,45,0.49665,0.45045,1.11983,1.73868,0.69699,0.26957,0.15848,0.0012,0.0014,0.236,0.0374,0.4366,0.0011,0.0013
Gentiana dinarica,Gentianaceae,999,14,0.33814,0.25203,0.71618,1.14161,0.04036,0.25812,0.08992,0.002,0.0015,0.7582,0.7114,0.1441,0.0016,0.0011
Gentiana frigida,Gentianaceae,999,7,0.2557,0.2557,1.80154,1.80154,0,0.23472,0.11481,0.0034,0.0034,0.0661,0.0661,0.4834,0.0032,0.0015
Gentiana lutea,Gentianaceae,999,61,0.47524,0.34384,0.66491,1.45506,0.25728,0.25853,0.13786,8.00E-04,8.00E-04,0.2037,0.0463,0.2241,5.00E-04,5.00E-04
Gentiana nivalis,Gentianaceae,999,21,0.28729,0.2852,1.69866,1.71166,0.0412,0.2769,0.12185,0.0013,0.0013,0.1305,0.1204,0.3614,0.0018,0.0012
Gentiana occidentalis,Gentianaceae,999,12,0.34918,0.34286,1.57829,1.57829,0.18188,0.29552,0.11029,0.0049,0.0049,0.0788,0.0788,2.0252,0.0039,0.0028
Gentiana orbicularis,Gentianaceae,999,9,0.25968,0.25968,1.55901,1.55901,0,0.22522,0.10702,0.0022,0.0022,0.1276,0.1276,0.3989,0.0033,0.0021
Gentiana pannonica,Gentianaceae,999,21,0.437,0.20693,0.27759,0.59026,0.0511,0.22179,0.08901,0.0026,0.0015,0.6409,0.523,0.2914,0.0016,0.0011
Gentiana pneumonanthe,Gentianaceae,999,46,0.38363,0.36736,1.5575,1.85111,0.59809,0.27066,0.1073,0.0011,0.0011,0.0229,0.0122,0.305,0.0011,8.00E-04
Gentiana pumila,Gentianaceae,999,11,0.3097,0.30647,1.3645,1.3645,0.09275,0.27197,0.11791,0.0018,0.0019,0.3609,0.3609,0.6633,0.0018,0.0015
Gentiana punctata,Gentianaceae,999,30,0.34726,0.2239,0.66383,1.0231,0.01078,0.21002,0.0782,0.0013,9.00E-04,0.3247,0.2543,0.11,7.00E-04,5.00E-04
Gentiana purpurea,Gentianaceae,999,23,0.49283,0.19957,0.32221,1.20553,0.026,0.20687,0.07586,0.0028,0.0015,0.6027,0.2731,0.398,8.00E-04,0.001
Gentiana pyrenaica,Gentianaceae,999,18,0.24236,0.23904,1.53361,1.54434,0.08434,0.21301,0.0966,0.002,0.0021,0.3189,0.3192,0.7352,0.0021,0.0019
Gentiana septemfida,Gentianaceae,999,10,0.30204,0.3,1.7111,1.7111,0.06514,0.25918,0.084,0.0038,0.0028,0.7282,0.0859,0.4483,0.0017,0.0022
Gentiana terglouensis,Gentianaceae,999,13,0.26532,0.26532,1.29361,1.29361,0.00717,0.22456,0.104,0.0012,0.0012,0.1549,0.1549,0.0296,0.0018,0.001
Gentiana utriculosa,Gentianaceae,999,21,0.41284,0.40896,1.68518,1.79224,0.42163,0.29718,0.12315,0.0022,0.0022,0.1114,0.0264,0.9412,0.0026,0.0019
Gentiana verna,Gentianaceae,999,48,0.33859,0.32573,1.38977,1.61132,0.13844,0.28296,0.12035,7.00E-04,6.00E-04,0.0908,0.0424,0.2292,6.00E-04,5.00E-04
Gentianella amarella,Gentianaceae,999,17,0.49219,0.48759,1.86668,2.09905,0.88644,0.37796,0.24615,5.00E-04,7.00E-04,0.0146,0.0069,0.4774,0.0029,0.0024
Gentianella anisodonta,Gentianaceae,999,17,0.3338,0.25929,0.72325,0.90545,0.03619,0.2219,0.08397,0.003,0.0022,0.6909,0.4895,0.6821,0.002,0.0015
Gentianella aspera,Gentianaceae,999,21,0.37176,0.32838,0.95873,1.29615,0.15794,0.275,0.14487,0.0053,0.0051,0.8847,0.6828,1.8169,0.0043,0.0044
Gentianella austriaca,Gentianaceae,999,20,0.40244,0.39294,1.59655,1.89734,0.28277,0.25954,0.19455,0.0028,0.0027,0.4396,0.0339,1.0139,0.003,0.0028
Gentianella biebersteinii,Gentianaceae,999,5,0.30312,0.30312,2.02803,2.02803,0.01351,0.29062,0.09063,1.00E-04,1.00E-04,0.0485,0.0485,0.1016,0.0011,0.0011
Gentianella bulgarica,Gentianaceae,999,15,0.29328,0.2903,1.324,1.324,0.13628,0.20373,0.09023,0.0031,0.0031,0.082,0.082,1.1502,0.0045,0.0033
Gentianella campestris,Gentianaceae,999,39,0.38611,0.37159,1.45734,1.7758,0.2277,0.32125,0.16146,9.00E-04,9.00E-04,0.0917,0.0144,0.3941,0.0018,0.0012
Gentianella ciliata,Gentianaceae,999,40,0.49324,0.40451,0.8048,1.40429,0.50866,0.27314,0.11547,0.0014,0.0021,0.434,0.1518,0.5905,0.0011,0.0012
Gentianella columnae,Gentianaceae,999,8,0.34912,0.34912,2.06402,2.06402,0.15917,0.3431,0.14483,0.0039,0.0039,0.0519,0.0519,1.2257,0.0049,0.0024
Gentianella crispata,Gentianaceae,999,12,0.41667,0.36667,1.03084,1.84862,0.24191,0.29787,0.13265,0.0031,0.0024,0.3241,0.2687,1.0932,0.0016,0.0017
Gentianella fatrae,Gentianaceae,999,12,0.41618,0.26438,0.64339,1.45146,0.02444,0.25714,0.10857,0.005,0.0023,1.0796,0.1029,0.2024,0.0019,0.0014
Gentianella germanica,Gentianaceae,999,35,0.45054,0.43467,1.47307,1.75174,0.53722,0.2951,0.11292,0.001,0.0011,0.117,0.0152,0.465,9.00E-04,7.00E-04
Gentianella lutescens,Gentianaceae,999,14,0.39449,0.37405,1.39876,1.91451,0.23709,0.25448,0.18273,0.0032,0.0029,0.4508,0.044,1.1193,0.0019,0.0029
Gentianella ramosa,Gentianaceae,999,6,0.29677,0.29677,2.02154,2.02154,0.01395,0.28387,0.09677,1.00E-04,1.00E-04,0.0102,0.0102,0.0712,4.00E-04,1.00E-04
Gentianella tenella,Gentianaceae,999,14,0.23023,0.23023,1.68621,1.68621,0.02739,0.1992,0.11641,0.0024,0.0024,0.0524,0.0524,0.7187,0.0033,0.0024
Gentianella uliginosa,Gentianaceae,195,6,0.36818,0.34286,1.76321,1.91186,0.78013,0.23043,0.11,0.0118,0.0133,0.2227,0.1052,2.6178,0.0156,0.0108
Geocaryum capillifolium,Apiaceae,999,12,0.65185,0.15185,0.05106,1.36133,0.03156,0.22353,0.11481,0.0016,0.0034,0.862,0.0379,0.8971,0.0013,0.0028
Geocaryum cynapioides,Apiaceae,999,8,0.64138,0.2069,0.13877,1.41396,0.05424,0.216,0.16667,0.0035,0.0068,1.7018,0.0692,1.6564,0.0017,0.0028
Geranium albiflorum,Geraniaceae,999,3,0.6697,0.10606,0.03713,1.32818,0,0.2,0.1,0.0014,3.00E-04,0.6631,0.144,0,0.0014,0.0028
Geranium argenteum,Geraniaceae,999,6,0.26452,0.25625,1.42597,1.4793,0.02745,0.225,0.1,0.006,0.0035,0.4592,0.3934,0.2122,0.0043,0.0021
