"Analysis.Names","heightmean","heightmax","floweringmin","floweringmax","floweringmean","floweringwidth","alien","bryophyte","chamaephyte","geophyte","hemicryptophyte","hydrophyte","therophyte","phanerophyte","repetido","EIVE1.M","EIVE1.N","EIVE1.R","EIVE1.L","EIVE1.T","Disturbance.Severity","Disturbance.Severity.herblayer","Disturbance.Frequency","Disturbance.Frequency.herblayer","Mowing.Frequency","Grazing.Pressure","Soil.Disturbance"
"Paspalum vaginatum",18,67,4,11,7.5,8,1,0,0,1,1,0,0,0,0,4.8,7.3,5.5,7.5,5.4,0.51579,0.51338,1.6702,1.67649,0.1574,0.24234,0.30876
"Pastinaca sativa aggr.",100,100,7,9,8,3,0,0,0,0,1,0,0,0,0,4,5.8,7.5,7.9,4.6,0.5821,0.55876,1.40231,1.83895,0.97897,0.15853,0.34647
"Pentaglottis sempervirens",30,100,3,8,5.5,6,0,0,0,0,1,0,0,0,0,4.6,6.8,6.5,5.2,4.9,0.65116,0.3186,0.3318,1.50092,0.09331,0.18864,0.125
"Periballia involucrata",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1.7,NA,3.3,9.6,3.8,0.46667,0.35238,0.73328,1.90558,0.43742,0.35238,0.2619
"Persicaria capitata",30,50,3,9,6,7,1,0,0,0,1,0,1,0,0,4,5,5.4,5.4,5.8,NA,NA,NA,NA,NA,NA,NA
"Persicaria decipiens",30,60,4,11,7.5,8,0,0,0,0,1,0,0,0,0,6,6.5,7.8,7.7,6.4,0.32195,0.28095,1.03829,1.69371,0.47893,0.15854,0.1075
"Persicaria dubia",20,50,7,10,8.5,4,0,0,0,0,0,0,1,0,0,6.6,7.5,6.3,6.6,4.6,0.63087,0.56848,0.9395,1.56977,0.25562,0.21336,0.26347
"Persicaria hydropiper",20,70,7,10,8.5,4,0,0,0,0,0,0,1,0,0,6.7,6.7,5.2,6.7,4.3,0.575,0.52962,1.03395,1.76381,0.29615,0.26647,0.27101
"Persicaria lapathifolia",30,70,6,11,8.5,6,0,0,0,0,0,0,1,0,0,5.8,7.8,6.2,7,4.7,0.77421,0.76557,1.61249,1.85998,0.28875,0.16587,0.57817
"Persicaria maculosa",30,70,5,10,7.5,6,0,0,0,0,0,0,1,0,0,5,7.3,6.2,6.7,4.4,0.74092,0.72487,1.45836,1.88799,0.45433,0.20036,0.59217
"Persicaria x pseudolapathum",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petasites pyrenaicus",10,30,12,15,1.5,4,1,0,0,1,1,0,0,0,0,5.4,6.1,6.5,4.7,4.9,NA,NA,NA,NA,NA,NA,NA
"Petrorhagia nanteuilii",10,45,4,8,6,5,0,0,0,0,0,0,1,0,0,2.7,3.2,5.5,8.7,6,0.58607,0.55635,1.29465,2.02439,0.40974,0.35328,0.30077
"Petrorhagia prolifera",6,50,4,11,7.5,8,0,0,0,0,0,0,1,0,0,2.3,2.3,6.1,8.1,5.1,0.55527,0.52894,1.40195,1.94337,0.51091,0.32956,0.30592
"Petroselinum crispum",30,80,6,9,7.5,4,1,0,0,0,1,0,0,0,0,4.4,6.8,6,7.7,5.3,NA,NA,NA,NA,NA,NA,NA
"Peucedanum gallicum",9,17,7,9,8,3,0,0,0,0,1,0,0,0,0,4.2,2,3.9,6.2,5,0.61226,0.18553,0.15678,1.38708,0.13335,0.21847,0.11146
"Phagnalon saxatile",50,50,3,10,6.5,8,0,0,1,0,0,0,0,0,0,2.2,3.2,6.8,8.4,6.7,0.6858,0.40448,0.55134,1.38331,0.15456,0.34096,0.15657
"Phagnalon sordidum",42,42,4,8,6,5,0,0,1,0,0,0,0,0,0,1.6,1.7,8.1,7.3,7,0.54327,0.331,0.49618,1.01204,0.16222,0.28776,0.10297
"Phalacrocarpum oppositifolium",10,30,4,8,6,5,0,0,1,0,1,0,0,0,0,1.7,0.7,3.3,7.5,2.3,0.39885,0.29205,0.7753,1.39906,0.04505,0.24535,0.11222
"Phalaris aquatica",100,150,3,9,6,7,0,0,0,0,1,0,0,0,0,3.7,5.9,6.9,8,6.9,0.73,0.63125,0.86317,1.68551,0.59471,0.215,0.31625
"Phalaris canariensis",15,57,3,7,5,5,1,0,0,0,0,0,1,0,0,3.9,6.4,6.3,7.8,5.9,NA,NA,NA,NA,NA,NA,NA
"Phalaris coerulescens",100,150,2,10,6,9,0,0,0,0,1,0,0,0,0,4.3,5.7,7.4,7.9,6.4,0.67876,0.63534,1.08004,1.52973,0.41906,0.2605,0.31228
"Phalaris minor",40,70,3,7,5,5,0,0,0,0,0,0,1,0,0,3.6,5.5,6.5,8.4,6.3,0.83889,0.79107,1.52677,2.17416,0.4634,0.19815,0.55
"Phalaroides arundinacea",80,135,5,10,7.5,6,0,0,0,0,0,1,0,0,0,6.8,7.2,6.9,7,4.2,0.45644,0.39327,0.93214,1.58482,0.42918,0.21591,0.14891
"Phelipanche arenaria",15,30,5,7,6,3,0,0,0,1,0,0,0,0,0,2.5,2.2,7.4,7.5,5.6,0.46957,0.44583,1.39919,2.00168,0.46741,0.25385,0.325
"Phleum arenarium",40,90,4,8,6,5,0,0,0,0,0,0,1,0,0,2.4,3.2,6.4,8.8,4.8,0.39276,0.36647,1.43475,1.76587,0.09585,0.18959,0.49585
"Phleum nodosum",28,58,4,8,6,5,0,0,0,0,1,0,0,0,0,3.6,5.1,6.7,7.6,4.1,0.565,0.46285,0.8118,1.79032,0.5895,0.31316,0.26679
"Phleum phleoides",33,70,5,9,7,5,0,0,0,0,1,0,0,0,0,2.7,3.2,7.5,7.9,4.6,0.502,0.44266,1.0275,1.81616,0.61235,0.30577,0.16785
"Phleum pratense",28,58,4,8,6,5,0,0,0,0,1,0,0,0,0,4.4,6.1,6.1,7.2,4,0.52506,0.51076,1.56059,2.06148,1.07287,0.38107,0.34662
"Phragmites australis",100,600,6,12,9,7,0,0,0,1,0,0,0,0,0,7.4,6.4,6.8,7,4.3,0.38211,0.32877,1.07821,1.59722,0.38174,0.16601,0.14867
"Physospermum cornubiense",30,150,6,9,7.5,4,0,0,0,0,1,0,0,0,0,4.2,4,4.5,5.6,5.1,0.68877,0.12203,0.03155,1.3177,0.01535,0.20318,0.10412
"Phytolacca americana",100,300,5,12,8.5,8,1,0,0,1,1,0,0,0,0,4.6,6.2,6.2,5.9,5.6,0.70769,0.352,0.25052,1.4733,0.10519,0.18804,0.23667
"Picris hieracioides",40,100,5,10,7.5,6,0,0,0,0,1,0,0,0,0,3.4,4.7,7.8,7.8,4.4,0.58979,0.52389,0.99355,1.66453,0.6115,0.20383,0.24575
"Pilosella officinarum aggr.",5,25,4,8,6,5,0,0,0,0,1,0,0,0,0,3.3,2.3,5.3,7.6,3.9,0.49844,0.40701,0.87434,1.79764,0.48166,0.30793,0.22925
"Pimpinella major",60,120,6,8,7,3,0,0,0,0,1,0,0,0,0,4.7,6.6,6.9,6.6,3.9,0.53186,0.42542,0.75417,1.70274,0.60033,0.15646,0.27812
"Pimpinella saxifraga",25,80,6,9,7.5,4,0,0,0,0,1,0,0,0,0,3.5,2.9,6.1,7.1,4,0.51822,0.44514,0.95518,1.81049,0.68186,0.23905,0.22703
"Pimpinella siifolia",30,40,7,8,7.5,2,0,0,0,0,1,0,0,0,0,3.5,2.3,8.4,8.8,3.6,0.56531,0.264,0.3028,1.51636,0.15275,0.25094,0.11071
"Pimpinella villosa",40,90,7,8,7.5,2,0,0,0,0,1,0,0,0,0,2.4,2.8,7.1,8.1,5.2,0.52308,0.28,0.43335,1.56355,0.2252,0.27391,0.22727
"Pinus pinaster",4000,4000,4,5,4.5,2,0,0,0,0,0,0,0,1,0,2.5,2.8,3.7,9.1,5.8,0.67849,0.14954,0.13526,1.39143,0.01621,0.22685,0.12003
"Piptatherum miliaceum",40,150,1,12,6.5,12,0,0,0,0,1,0,0,0,0,2.6,5,7.2,7.5,7.2,0.71559,0.45283,0.45505,1.49578,0.18331,0.24748,0.21856
"Piptatherum paradoxum",60,130,4,10,7,7,0,0,0,0,1,0,0,0,0,2.8,3.4,6.8,8.2,6.2,0.66529,0.1931,0.11833,1.32835,0.06657,0.2858,0.11271
"Pisum sativum",200,200,4,7,5.5,4,0,0,0,0,0,0,1,0,0,4.2,5.7,6.8,7.3,6.3,NA,NA,NA,NA,NA,NA,NA
"Plantago alpina",4,15,6,8,7,3,0,0,0,0,1,0,0,0,0,4.3,1.8,3.1,8,2,0.31432,0.30832,1.6826,1.83263,0.0891,0.31126,0.14268
"Plantago coronopus",5,30,2,10,6,9,0,0,0,0,0,0,1,0,0,5.2,4.5,6.8,8.3,5.5,NA,NA,NA,NA,NA,NA,NA
"Plantago lanceolata",3,30,4,10,7,7,0,0,0,0,1,0,0,0,0,4,5,5.8,6.7,4.4,0.52518,0.5113,1.61045,2.05509,0.96495,0.27897,0.32911
"Plantago major",7,60,4,10,7,7,0,0,0,0,1,0,0,0,0,4.5,6.4,5.8,7.4,4.2,0.63207,0.61738,1.52973,2.00883,0.70322,0.36696,0.39725
"Plantago maritima",5,40,4,9,6.5,6,0,0,0,0,1,0,0,0,0,5.4,5,7.8,8.1,4.3,0.47924,0.47625,2.06454,2.17347,0.1969,0.43621,0.23973
"Plantago media",12,40,5,9,7,5,0,0,0,0,1,0,0,0,0,3.6,3.6,7.1,7.2,4.3,0.50921,0.48742,1.42877,1.975,0.99748,0.27738,0.22481
"Plantago subulata",3,15,4,5,4.5,2,1,0,1,0,0,0,0,0,0,2.7,1.2,5.5,8.4,4.3,0.3701,0.35588,1.44681,1.52483,0.15847,0.30845,0.16667
"Pleurochaete squarrosa",NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa alpina",5.3,51,6,8,7,3,0,0,0,0,1,0,0,0,0,4.3,5.8,5.9,7.3,2.1,0.34153,0.30295,1.08969,1.48003,0.08556,0.26598,0.14875
"Poa angustifolia",14,98,4,8,6,5,0,0,0,0,1,0,0,0,1,3.4,3.9,6.5,7,4.3,NA,NA,NA,NA,NA,NA,NA
"Poa bulbosa",4.5,65,1,7,4,7,0,0,0,0,1,0,0,0,0,2.7,2.8,5.8,8.2,5.4,0.55981,0.48568,0.94204,1.83032,0.31122,0.35789,0.29472
"Poa compressa",15,63,5,9,7,5,0,0,0,0,1,0,0,0,0,2.9,3.5,7.9,9,4.5,0.5898,0.52038,0.9391,1.66393,0.49914,0.25017,0.26404
"Poa feratiana",15,120,4,7,5.5,4,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0.5661,0.51667,1.02819,1.78598,0.52825,0.22063,0.31905
"Poa legionensis",7.5,35,5,7,6,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0.48,0.48,2.30103,2.30103,0.92428,0.555,0.28095
"Poa nemoralis",14,73,4,8,6,5,0,0,0,0,1,0,0,0,0,4.4,4.3,5.5,4.4,4.1,0.68032,0.16727,0.07633,1.31114,0.02931,0.19319,0.11495
"Poa pratensis",14,98,4,8,6,5,0,0,0,0,1,0,0,0,0,4.6,5.5,5.6,6.6,3.7,NA,NA,NA,NA,NA,NA,NA
"Poa trivialis",15,120,4,7,5.5,4,0,0,0,0,1,0,0,0,0,5.7,6.9,5.9,5.9,3.9,0.54316,0.47306,0.91028,1.70037,0.61878,0.31335,0.25911
"Podospermum laciniatum",15,60,4,7,5.5,4,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpon tetraphyllum",10,20,3,7,5,5,0,0,0,0,0,0,1,0,0,2.9,6.3,5.4,8.7,6.1,0.71893,0.68054,1.27639,1.84673,0.49613,0.23386,0.42113
"Polygala serpyllifolia",15,15,4,9,6.5,6,0,0,0,0,1,0,0,0,0,5.2,2.1,1.9,8.1,3.4,0.36601,0.32588,1.26559,1.59906,0.3724,0.31091,0.20299
"Polygala vulgaris",35,35,3,8,5.5,6,0,0,0,0,1,0,0,0,0,4.1,2.4,4.5,7.3,4,0.48545,0.44277,1.1918,1.83041,0.67314,0.2607,0.23466
"Polygonatum odoratum",21,68,4,6,5,3,0,0,0,1,0,0,0,0,0,3.4,3.5,7.1,6.1,4.3,0.62994,0.17672,0.14542,1.36744,0.06272,0.21525,0.1216
"Polygonatum verticillatum",40,90,5,7,6,3,0,0,0,1,0,0,0,0,0,4.7,5.3,4.7,3.6,3.1,0.67521,0.13177,0.04504,1.20953,0.01066,0.19091,0.10015
"Polygonum arenastrum",30,70,6,10,8,5,0,0,0,0,0,0,1,0,0,3.8,7.2,5.9,7.5,4.9,NA,NA,NA,NA,NA,NA,NA
"Polygonum aviculare",2,70,4,10,7,7,0,0,0,0,0,0,1,0,0,4.1,6.8,6,7.2,4.4,NA,NA,NA,NA,NA,NA,NA
"Polygonum maritimum",60,80,3,12,7.5,10,0,0,0,0,1,0,0,0,0,3.9,5.4,7.3,9.4,6.2,0.53448,0.53435,2.10087,2.10136,0.03959,0.11205,0.77135
"Polygonum rurivagum",20,60,7,11,9,5,0,0,0,0,0,0,1,0,0,3.8,7,7,7.3,5.6,NA,NA,NA,NA,NA,NA,NA
"Polypodium cambricum",57,57,1,12,6.5,12,0,0,0,1,0,0,0,0,0,3.8,3.2,6,4.5,6.5,0.67351,0.15618,0.0736,1.26079,0.02565,0.23431,0.10939
"Polypodium interjectum",53,53,1,12,6.5,12,0,0,0,1,0,0,0,0,0,3.9,3.6,5.7,5.4,4.9,0.67352,0.15091,0.0685,1.26462,0.02097,0.19641,0.10184
"Polypodium vulgare",47,47,5,11,8,7,0,0,0,1,0,0,0,0,0,4.2,3.1,4.1,4.6,3.8,0.65232,0.1617,0.09556,1.28369,0.02847,0.19893,0.12422
"Polypodium x mantoniae",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,3.5,2.1,1.2,4.4,3.6,NA,NA,NA,NA,NA,NA,NA
"Polypogon monspeliensis",5,120,4,7,5.5,4,0,0,0,0,0,0,1,0,0,6.4,5.8,7.7,8,6.5,0.48622,0.45613,1.44849,1.80904,0.16774,0.25541,0.2194
"Polypogon viridis",9,100,4,9,6.5,6,0,0,0,0,1,0,0,0,0,5.9,5.3,6.3,7.7,5.9,0.44745,0.41148,1.17002,1.6453,0.24991,0.16803,0.20819
"Polystichum setiferum",40,90,6,10,8,5,0,0,0,0,1,0,0,0,0,5.1,5.1,5.4,2.9,5.3,0.68815,0.15401,0.07189,1.3327,0.00639,0.18735,0.10065
"Populus alba",2500,2500,2,4,3,3,0,0,0,0,0,0,0,1,0,5.1,6.3,7.5,6,5.6,0.67416,0.35728,0.31529,1.53539,0.05981,0.19852,0.1369
"Populus nigra",3000,3000,2,3,2.5,2,0,0,0,0,0,0,0,1,0,6.1,7.3,7.2,5.7,5,0.67158,0.40968,0.42754,1.57923,0.07381,0.20669,0.16731
"Portulaca oleracea",5,50,2,9,5.5,8,0,0,0,0,0,0,1,0,0,3.4,7,6.7,7.4,5.8,0.82713,0.82045,1.78764,2.0591,0.67413,0.15441,0.62999
"Potamogeton nodosus",NA,NA,4,10,7,7,0,0,0,0,0,1,0,0,0,9,5.7,7.4,6.1,4.7,0.24833,0.24772,1.68632,1.68965,0.02716,0.0087,0.01531
"Potentilla argentea",15,40,5,8,6.5,4,0,0,0,0,1,0,0,0,0,2.5,2.1,4.4,8.6,4.3,0.53557,0.50485,1.29532,1.90211,0.72298,0.28495,0.2778
"Potentilla asturica",12,50,6,8,7,3,0,0,0,0,1,0,0,0,0,3.3,1.2,3.7,7.8,2.8,NA,NA,NA,NA,NA,NA,NA
"Potentilla erecta",10,40,2,9,5.5,8,0,0,0,0,1,0,0,0,0,5.2,2.5,4.5,6,3.5,0.43386,0.34892,0.88733,1.58168,0.45177,0.23751,0.1744
"Potentilla reptans",8,100,3,10,6.5,8,0,0,0,0,1,0,0,0,0,5,5.5,7,6.5,4.6,0.54634,0.5169,1.30759,1.85566,0.79671,0.26499,0.28358
"Potentilla sterilis",4,7,3,5,4,3,0,0,0,0,1,0,0,0,0,4.3,5.8,5.9,5.3,4.2,0.65933,0.17932,0.11178,1.3634,0.07438,0.20578,0.1251
"Primula acaulis",3,15,1,6,3.5,6,0,0,0,0,1,0,0,0,0,4.5,5.2,6.8,5.3,4.7,0.66871,0.16564,0.0905,1.35415,0.04944,0.20659,0.12077
"Primula veris",6,30,3,6,4.5,4,0,0,0,0,1,0,0,0,0,3.8,3.4,7.8,6.9,4.4,0.56837,0.33675,0.42499,1.56589,0.34768,0.22235,0.16537
"Prunella grandiflora",10,48,5,10,7.5,6,0,0,0,0,1,0,0,0,0,3.2,3.4,7.8,7.1,4.2,0.5158,0.39609,0.70589,1.57933,0.49767,0.27174,0.1223
"Prunella laciniata",10,37,5,8,6.5,4,0,0,0,0,1,0,0,0,0,3.1,3.1,7.6,7.6,5.3,0.52782,0.4557,0.94219,1.82145,0.7083,0.30315,0.16923
"Prunella vulgaris",5,60,4,11,7.5,8,0,0,0,0,1,0,0,0,0,4.8,4.7,5.8,6.6,4.2,0.52169,0.45097,0.93044,1.87015,0.67593,0.2975,0.27054
"Prunus spinosa",100,250,2,5,3.5,4,0,0,0,0,0,0,0,1,0,3.6,4.6,6.4,7.1,4.4,0.62615,0.21501,0.22568,1.33333,0.09084,0.22027,0.11117
"Pseudarrhenatherum longifolium",55,150,4,8,6,5,0,0,0,0,1,0,0,0,0,3.9,2.3,2.7,7.8,5.3,0.60627,0.23003,0.24176,1.4041,0.11799,0.24986,0.12842
"Pteridium aquilinum",20,200,6,10,8,5,0,0,0,1,0,0,0,0,0,4.6,3.3,3.4,6,4.3,0.64424,0.16938,0.12721,1.32323,0.05749,0.20963,0.12913
"Pulicaria arabica",10,70,5,11,8,7,0,0,0,0,0,0,1,0,0,2.8,NA,8.4,8.7,8.1,0.42903,0.41389,1.55968,1.93128,0.27307,0.22,0.20857
"Pulicaria dysenterica",25,180,6,11,8.5,6,0,0,0,0,1,0,0,0,0,5.8,5.8,6.9,8,4.9,0.49943,0.47583,1.33659,1.68415,0.60102,0.32292,0.18789
"Pulmonaria affinis",10,50,4,8,6,5,0,0,0,0,1,0,0,0,0,5.1,6.1,5.1,4.8,4.8,0.68213,0.14245,0.06401,1.32715,0.01984,0.19524,0.09822
"Pulsatilla alpina",NA,NA,6,7,6.5,2,0,0,0,0,1,0,0,0,0,4.5,3,5.2,8,1.9,0.35281,0.27775,0.80349,1.18325,0.04765,0.24277,0.08865
"Quercus ilex",270,270,4,6,5,3,0,0,0,0,0,0,0,1,0,3,4.6,6,4.7,6.8,0.69018,0.15047,0.08061,1.32281,0.0103,0.25771,0.10431
"Quercus pyrenaica",2500,2500,4,6,5,3,0,0,0,0,0,0,0,1,0,4.3,2.9,3.4,7.9,4.7,0.60783,0.15704,0.15769,1.32078,0.01089,0.22765,0.10577
"Quercus robur",300,300,4,6,5,3,0,0,0,0,0,0,0,1,0,4.8,4.6,5.3,6.2,4.7,0.69028,0.18028,0.09816,1.3451,0.03309,0.20104,0.14832
"Racomitrium canescens",NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Radiola linoides",2,13,3,7,5,5,0,0,0,0,0,0,1,0,0,5.7,2.1,3.1,7.9,5.2,0.60881,0.59822,1.73611,1.92348,0.12898,0.24862,0.37377
"Ranunculus aconitifolius",20,60,5,8,6.5,4,0,0,0,0,1,0,0,0,0,6.4,5.8,5,6,2.7,0.58537,0.27033,0.28868,1.36251,0.12915,0.18313,0.10968
"Ranunculus acris",20,90,6,8,7,3,0,0,0,0,1,0,0,0,0,5.2,5,5.7,6.9,3.9,NA,NA,NA,NA,NA,NA,NA
"Ranunculus arvensis",5,40,3,8,5.5,6,0,0,0,0,0,0,1,0,0,3.7,5.9,7.8,6.9,5.3,0.84119,0.83639,1.82032,2.05499,0.53298,0.15411,0.79127
"Ranunculus bulbosus",5,50,4,8,6,5,0,0,0,1,1,0,0,0,0,3.4,3.3,7.1,8,4.6,0.52109,0.46149,1.00552,1.92327,0.79082,0.28293,0.2827
"Ranunculus muricatus",5,50,2,7,4.5,6,0,0,0,0,0,0,1,0,0,4.8,5.3,5.7,8.1,6.2,0.72389,0.68103,1.14814,1.95615,0.37229,0.23009,0.36
"Ranunculus ollissiponensis",4,40,2,5,3.5,4,0,0,0,1,1,0,0,0,0,3.3,0.7,3.3,7.5,3.8,0.57121,0.31077,0.3816,1.44007,0.1283,0.28788,0.21324
"Ranunculus paludosus",10,50,2,6,4,5,0,0,0,1,1,0,0,0,0,4.7,4.2,5.5,8.2,6.7,0.6684,0.49843,0.67138,1.81263,0.19921,0.39322,0.31962
"Ranunculus parviflorus",5,45,2,7,4.5,6,0,0,0,0,0,0,1,0,0,4.2,6,5.5,7.7,5.9,0.71667,0.66607,1.08447,1.94622,0.4723,0.26379,0.38491
"Ranunculus repens",13,45,3,7,5,5,0,0,0,0,1,0,0,0,0,6,6.3,5.9,5.8,3.8,0.53692,0.48641,1.02734,1.80642,0.6097,0.33182,0.26598
"Ranunculus sardous",10,48,4,8,6,5,0,0,0,0,0,0,1,0,0,6.2,6.7,6.6,7.9,4.9,0.57824,0.56509,1.57481,2.11501,0.61945,0.41304,0.27262
"Ranunculus sceleratus",10,40,3,10,6.5,8,0,0,0,0,0,0,1,0,0,6.8,9.2,7.2,8.5,4.5,0.4727,0.46356,1.59156,1.87054,0.26241,0.28374,0.17954
"Ranunculus trilobus",5,55,1,7,4,7,0,0,0,0,0,0,1,0,0,4.6,6.2,5.3,8.6,4.9,0.54091,0.4561,0.91865,1.90976,0.19935,0.25333,0.23077
"Raphanus raphanistrum aggr.",15,80,3,8,5.5,6,0,0,0,0,1,0,1,0,0,4,6,4.5,7.1,4.5,0.84263,0.83946,1.91951,2.0552,0.40283,0.13532,0.77736
"Raphanus sativus",20,100,1,12,6.5,12,1,0,0,0,1,0,0,0,0,4.5,8,6.9,7,5.6,NA,NA,NA,NA,NA,NA,NA
"Rapistrum rugosum",150,150,4,10,7,7,0,0,0,0,0,0,1,0,0,3.2,6.3,7.9,7.7,5.7,0.83325,0.82643,1.82939,2.04403,0.68108,0.17859,0.6765
"Reichardia picroides",60,60,2,8,5,7,0,0,0,0,1,0,0,0,0,2.7,5.3,6.8,8.2,6.8,0.61476,0.46898,0.67808,1.23078,0.24608,0.27483,0.229
"Reseda lutea",30,70,3,8,5.5,6,0,0,0,0,1,0,0,0,0,3,5.3,7.6,7.6,4.8,0.64332,0.62097,1.3819,1.74628,0.60968,0.22808,0.3481
"Reseda luteola",60,100,3,10,6.5,8,0,0,0,0,0,0,1,0,0,3.1,5.5,8.1,8,5.4,0.69123,0.6744,1.41303,1.66645,0.77064,0.17661,0.35647
"Reseda media",30,70,1,6,3.5,6,0,0,0,0,0,0,1,0,0,3.3,2.9,3.3,7.5,3.8,NA,NA,NA,NA,NA,NA,NA
"Reseda phyteuma",25,40,3,8,5.5,6,0,0,0,0,1,0,1,0,0,2.3,4.1,8.2,8.5,6.5,0.75563,0.71424,1.28248,1.86608,0.60701,0.22919,0.52093
"Reynoutria japonica",200,300,8,9,8.5,2,1,0,0,1,0,0,0,0,0,6,7.4,5.2,7.3,4.7,0.64252,0.51787,0.68487,1.47944,0.40522,0.22979,0.19935
"Rhamnus alaternus",50,800,1,5,3,5,0,0,0,0,0,0,0,1,0,2.4,3.5,6.8,7.4,6.9,0.69269,0.20629,0.16939,1.33342,0.01223,0.25956,0.10482
"Rhamnus cathartica",50,400,4,7,5.5,4,0,0,0,0,0,0,0,1,0,3.7,4.1,7.6,6.2,4.1,0.64208,0.18935,0.15902,1.32242,0.04642,0.20442,0.10583
"Rhinanthus alectorolophus",5,65,5,9,7,5,1,0,0,0,0,0,1,0,0,4.1,3.7,7.2,8,3.9,0.50359,0.48974,1.56005,2.0164,0.86993,0.19392,0.29045
"Rhinanthus mediterraneus",5,65,5,9,7,5,0,0,0,0,0,0,0,1,0,4.4,NA,NA,NA,NA,0.47807,0.46763,1.70454,1.9405,0.76102,0.2523,0.23164
"Rhinanthus minor",5,50,5,8,6.5,4,0,0,0,0,0,0,1,0,0,4.5,3.3,5.5,7.2,3.7,0.49203,0.48757,1.94423,2.1129,1.11352,0.20163,0.31039
"Ricinus communis",300,500,5,12,8.5,8,1,0,0,0,0,0,0,1,0,3.8,7.4,6.9,8.4,8,0.785,0.78,1.82681,1.84164,0.50446,0.185,0.54
"Robinia pseudoacacia",250,250,4,6,5,3,1,0,0,0,0,0,0,1,0,3.6,7.3,6.3,5.8,5.4,0.75941,0.23194,0.13038,1.35793,0.04619,0.19988,0.20106
"Roemeria hybrida",20,40,4,7,5.5,4,0,0,0,0,0,0,1,0,0,2.7,4.2,7,9,6.2,0.834,0.83,2.04964,2.04964,0.76705,0.18824,0.722
"Romulea bulbocodium aggr.",17,17,2,5,3.5,4,0,0,0,1,0,0,0,0,0,3.5,3.4,5.4,8,6.4,0.67434,0.608,1.10211,1.85284,0.29697,0.41733,0.312
"Rorippa islandica",5,30,7,8,7.5,2,0,0,0,0,1,0,1,0,0,7.2,6.1,5.4,7.7,2.7,0.6281,0.61057,1.48908,1.82498,0.18307,0.22219,0.30659
"Rorippa palustris",10,100,4,9,6.5,6,0,0,0,0,1,0,1,0,0,6.8,7.4,6,7.1,4.3,0.67691,0.66998,1.65889,1.83662,0.20704,0.24856,0.33358
"Rorippa sylvestris",20,50,5,10,7.5,6,0,0,0,0,1,0,0,0,0,6.1,6.6,7.3,6.7,4.6,0.62482,0.60761,1.50872,1.91168,0.49314,0.34296,0.33576
"Rosa canina aggr.",100,300,3,7,5,5,0,0,0,0,0,0,0,1,0,3.9,4.4,6.5,7.1,4.4,NA,NA,NA,NA,NA,NA,NA
"Rostraria cristata",5,30,3,7,5,5,0,0,0,0,0,0,1,0,0,2.3,3.6,7.5,8.2,5.4,0.70536,0.63916,1.29318,1.79528,0.43816,0.30891,0.34188
"Rubia peregrina",25,100,4,7,5.5,4,0,0,0,0,0,0,0,1,0,3.1,3.4,6.3,5.8,6.8,0.68263,0.1718,0.11388,1.32311,0.01963,0.247,0.10589
"Rubus caesius",NA,NA,6,7,6.5,2,0,0,0,0,0,0,0,1,0,5.4,7.3,7.2,6.1,4.4,0.60499,0.3452,0.36505,1.40223,0.13192,0.19582,0.16678
"Rubus galloecicus",NA,NA,7,8,7.5,2,0,0,0,0,0,0,0,1,0,4.8,5.1,3.3,1.3,3.8,NA,NA,NA,NA,NA,NA,NA
"Rubus idaeus",NA,NA,5,7,6,3,0,0,0,0,0,0,0,1,0,4.7,6.7,5.5,6.1,3.8,0.66784,0.20186,0.12562,1.27267,0.03599,0.18865,0.1197
"Rubus lainzii",NA,NA,6,7,6.5,2,0,0,0,0,0,0,0,1,0,2.4,2.8,9.1,8.1,4.6,NA,NA,NA,NA,NA,NA,NA
"Rubus ulmifolius aggr.",NA,NA,6,8,7,3,0,0,0,0,0,0,0,1,0,4.2,6.5,7,7.5,5.8,0.65944,0.21467,0.17932,1.31825,0.04431,0.22443,0.11296
"Rubus vagabundus",NA,NA,6,7,6.5,2,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosa",25,120,4,7,5.5,4,0,0,0,0,1,0,0,0,0,4.7,5.6,5.3,7.7,3.9,0.51255,0.49092,1.42792,1.96794,1.00937,0.22916,0.30884
"Rumex acetosella",5,45,6,NA,NA,NA,0,0,0,1,1,0,0,0,0,3.5,2.5,2.5,7.8,3.9,0.55827,0.46888,0.89651,1.79355,0.39043,0.26528,0.38307
